200,200
190,198	45,51	45,49	43,49	44,50	48,161	49,161	191,199	67,28	44,49	43,50	68,27	45,50	68,28	67,27	42,50	43,51	49,162	191,198	192,199
142,134	188,19	189,18	143,134	90,26	189,19	91,27	190,19	144,134	90,28	189,20	188,18	143,133	89,27	89,28	143,135	90,27	89,25	142,135	142,133
30,154	131,94	141,56	30,153	140,50	140,52	31,154	141,54	131,95	140,53	142,56	143,54	141,52	132,95	141,53	142,55	141,51	143,55	141,55	142,54
10,87	20,109	199,156	8,58	9,57	9,87	8,87	9,58	7,87	9,86	8,86	8,88	198,156	20,110	9,88	198,157	199,157	167,7	20,111	10,86
55,15	28,153	178,163	57,19	30,150	200,15	28,150	56,15	29,150	54,18	28,152	29,151	57,18	56,16	29,149	55,17	28,151	56,17	56,18	28,149
120,183	54,5	121,185	120,184	52,6	189,128	121,184	120,185	20,72	53,6	52,5	53,4	53,5	51,5	191,127	190,127	191,128	189,127	119,184	190,128
180,72	103,3	77,128	77,127	104,3	78,127	200,135	179,72	33,148	180,71	179,71	34,148	33,149	34,150	35,149	34,149	200,134	104,4	178,72	4,17
115,70	94,136	114,69	150,21	115,72	151,20	114,70	7,17	151,21	27,107	115,69	114,71	7,16	94,135	8,16	151,22	113,69	28,107	93,135	115,71
54,16	111,7	111,6	111,8	53,16	135,61	112,8	53,17	112,6	135,62	54,15	99,38	112,9	98,38	53,15	52,16	100,38	32,198	112,7	99,37
135,106	44,52	96,172	197,0	47,52	96,171	134,106	134,107	97,171	135,105	135,107	44,51	98,171	98,172	45,52	46,52	45,51	136,106	43,51	97,172
