200,200
40,2	40,1	109,11	164,169	165,169	39,1	41,56	39,2	40,55	40,56	41,55	164,170	132,110	43,56	159,76	158,77	131,110	63,187	109,12	42,55	166,169	164,171	37,1	164,172	42,56	38,0	130,110	38,1	110,12	2,195
157,64	43,69	128,77	43,67	128,76	44,68	121,118	43,68	182,194	126,147	120,118	120,119	126,146	182,193	156,64	125,146	125,147	12,179	158,64	157,63	183,193	100,5	11,1	0,119	183,194	120,117	126,148	13,179	199,17	121,119
12,75	78,160	79,160	155,188	141,38	160,68	161,70	79,161	59,13	96,110	141,39	154,188	140,39	160,67	160,69	59,12	154,189	98,110	1,199	97,110	161,68	141,40	159,68	155,189	80,159	80,160	99,111	59,11	161,69	78,159
76,105	77,106	173,24	5,159	76,107	74,106	65,25	66,25	174,24	75,106	3,159	172,137	171,137	171,138	75,107	151,15	163,98	151,16	66,24	67,25	152,15	164,95	65,24	75,105	4,159	163,96	164,97	76,106	163,97	94,192
47,167	26,63	97,51	24,64	48,166	99,74	96,48	47,166	100,74	149,198	27,63	97,48	46,167	195,106	25,65	27,62	101,74	48,167	147,198	46,166	96,49	147,199	25,64	25,63	100,75	26,64	148,198	97,49	97,50	97,47
151,56	102,161	32,142	153,160	135,105	134,106	133,105	103,161	134,105	104,161	31,144	91,60	31,143	150,57	152,160	153,161	150,56	103,160	92,59	151,57	104,160	102,160	1,5	152,159	31,142	32,143	93,60	43,93	152,161	43,92
117,13	119,13	12,103	116,14	12,104	138,46	118,14	95,133	116,13	57,123	118,13	11,103	117,14	116,12	198,53	12,102	198,52	56,122	152,102	152,103	151,102	94,133	151,103	94,132	139,45	96,132	139,46	139,47	95,132	116,15
194,175	152,87	153,88	152,89	194,174	19,196	93,62	0,3	195,173	98,179	190,131	0,2	100,179	190,130	152,88	192,130	21,197	20,196	93,63	195,174	196,173	99,180	20,197	20,198	191,131	99,178	99,179	191,130	192,131	194,173
175,5	90,84	76,93	89,86	173,5	90,86	60,178	172,5	175,6	90,85	77,94	22,27	88,85	61,176	60,176	89,85	60,177	21,28	174,5	174,6	61,177	199,111	89,84	59,175	79,96	77,95	21,27	22,28	78,96	78,95
172,43	132,165	30,163	131,165	173,43	125,1	25,35	29,163	100,94	30,165	98,96	171,42	172,45	31,164	99,96	99,95	171,44	171,43	26,36	25,36	126,1	24,36	171,45	30,164	172,41	172,44	173,42	172,42	197,193	100,95
