200,200
78,148	162,82	169,189	192,2	161,82	24,134	94,200	23,134	18,49	94,199	108,73	8,119	136,122	19,49	18,48	170,189	18,85	79,147	19,48	169,188	17,85	162,83	79,148	108,72	137,122	93,199	136,121	7,119	170,188	137,121
14,109	153,42	114,152	91,71	152,39	48,147	153,40	13,109	96,70	153,41	50,146	154,39	94,71	13,108	10,5	93,71	92,70	92,71	77,130	92,72	154,40	154,41	114,151	76,129	153,39	76,130	94,70	95,70	49,147	49,146
154,81	190,95	10,140	136,195	136,196	175,8	11,141	154,80	189,94	69,30	68,149	68,150	69,149	90,78	135,196	191,94	136,197	153,80	69,150	190,94	91,79	69,31	11,140	91,78	35,104	154,82	68,30	68,31	34,104	68,29
182,4	150,192	182,5	149,191	96,190	10,96	96,191	148,42	85,63	36,4	36,5	149,192	29,200	27,200	28,200	183,4	5,148	184,5	95,190	148,43	184,6	10,95	198,118	27,199	117,119	26,200	5,149	149,43	11,95	183,5
162,152	36,127	130,79	120,44	35,127	93,155	131,78	35,126	94,153	70,176	121,44	131,122	200,2	0,47	93,154	160,153	121,43	68,177	50,4	161,152	69,176	68,176	67,176	130,78	132,122	69,175	120,45	199,66	69,177	161,153
1,76	176,82	6,42	176,80	6,41	1,77	46,162	193,12	111,150	91,49	173,165	45,162	1,188	90,49	70,167	70,166	45,161	33,42	90,48	34,43	175,166	134,4	174,165	0,77	33,43	91,48	46,161	175,81	176,81	111,149
196,196	3,2	146,65	146,64	146,66	24,184	109,130	108,129	180,131	178,132	197,196	69,1	15,69	180,132	110,130	23,184	110,129	178,131	109,131	109,128	179,131	130,22	197,197	3,1	23,185	130,21	179,132	109,129	24,185	129,22
61,186	188,195	135,46	50,12	132,148	61,185	132,147	135,45	199,3	188,194	131,147	9,73	134,46	131,148	62,186	131,149	187,196	130,147	132,149	131,146	187,195	132,146	8,73	200,86	200,3	4,164	50,13	200,4	8,74	199,2
52,8	174,43	21,35	52,7	180,166	126,0	174,42	144,83	21,34	107,184	181,165	20,34	20,35	181,166	8,151	53,7	7,152	175,43	79,88	128,137	182,165	81,89	53,6	65,194	52,6	7,151	7,150	145,83	80,89	144,84
104,50	105,50	178,177	142,49	2,165	141,51	2,164	6,75	178,91	178,93	179,178	178,178	96,200	3,164	95,200	179,91	123,102	178,92	123,103	2,166	177,92	94,200	142,51	142,52	3,165	179,92	122,103	94,199	142,50	33,0
