150,150
143,141	67,0	5,50	112,71	113,72	5,51	144,141	143,140	4,50	14,106	73,125	14,105	13,106	3,50	149,13	113,71	148,13	114,98	150,13	73,123	4,51	115,98	114,99	115,99	143,142	149,14	73,124	149,12	74,124	14,104
78,101	77,100	104,54	78,99	48,88	51,89	76,101	143,149	50,89	5,145	147,59	147,60	47,88	74,39	51,90	79,101	78,100	103,54	79,100	4,3	75,39	50,90	48,89	49,88	77,99	75,38	51,88	50,88	77,101	103,55
82,20	82,21	88,130	38,88	113,18	87,130	38,89	28,81	36,90	61,5	5,148	88,129	89,130	89,131	114,17	27,80	148,117	37,89	60,4	81,20	37,87	36,88	113,19	81,21	88,131	36,89	61,4	37,88	60,5	28,80
122,38	104,52	17,136	16,137	96,148	70,41	121,37	97,148	15,53	17,137	104,51	120,37	18,137	121,38	96,149	72,40	122,37	19,138	17,135	96,150	16,136	16,135	15,54	14,53	14,54	71,40	71,39	148,100	72,39	95,148
31,73	44,6	140,101	78,45	45,6	82,116	78,46	46,5	31,71	140,100	52,63	46,7	138,102	20,150	32,72	46,6	32,71	79,45	81,116	53,63	80,116	139,101	141,100	80,115	31,72	81,115	141,101	79,46	81,117	82,117
147,68	147,67	85,33	53,147	53,146	147,66	32,83	52,147	54,148	30,16	29,15	28,15	53,149	30,15	84,34	29,14	32,84	146,67	54,147	31,83	139,131	29,16	31,82	30,83	84,33	86,32	53,148	30,17	54,146	85,32
15,124	4,55	75,102	117,47	36,45	127,138	14,124	76,1	14,125	5,56	15,125	76,103	36,46	57,37	35,46	116,47	34,45	35,45	75,1	56,36	35,44	14,126	126,94	35,148	125,94	127,139	34,148	56,37	81,147	128,139
150,35	105,52	75,14	76,15	105,50	76,16	76,96	106,50	78,95	5,70	77,96	75,96	138,95	104,52	4,70	106,52	0,6	106,51	138,96	77,95	137,96	47,150	108,134	76,95	75,95	104,51	150,36	105,51	75,15	107,133
37,52	148,134	36,52	63,1	10,13	47,43	48,42	59,85	61,88	12,13	59,87	47,42	60,87	59,86	60,86	37,51	61,87	11,12	60,88	11,13	63,2	146,6	12,12	79,149	49,41	37,50	64,2	78,149	58,85	36,51
124,31	10,46	8,46	124,30	49,105	9,46	71,136	15,34	14,33	102,111	9,45	149,149	102,112	123,30	150,148	122,30	71,137	70,137	123,29	122,29	103,112	124,32	122,31	14,32	15,32	148,149	15,33	103,111	49,104	149,148
