150,150
2,114	99,36	99,34	99,35	0,18	100,34	135,21	100,36	145,113	0,17	134,21	78,145	78,144	100,35	135,22	79,144	98,35	134,22	79,145	144,112
137,53	34,46	136,53	138,95	138,96	136,54	139,94	34,45	104,34	105,34	104,33	140,94	139,95	35,45	36,44	139,96	64,59	64,58	140,95	137,54
94,130	95,130	30,61	30,62	130,77	29,60	131,78	93,130	3,148	29,61	112,4	131,77	6,33	7,33	9,34	8,33	29,62	93,129	7,34	94,131
136,149	136,150	123,112	138,148	87,112	137,148	86,112	87,113	41,1	122,111	121,112	86,114	122,112	137,149	40,2	40,1	136,148	18,145	86,113	40,0
96,8	135,87	136,87	42,18	42,19	135,88	41,18	97,9	96,9	85,62	86,60	137,87	84,61	41,19	85,60	84,60	86,61	85,61	87,59	134,88
109,136	57,120	57,121	61,16	136,17	119,100	134,17	0,10	7,141	119,99	111,136	135,17	6,141	108,136	110,137	110,136	135,18	56,121	56,120	107,136
122,100	101,113	124,99	98,1	100,113	123,99	36,58	36,59	39,66	37,58	35,58	35,59	123,101	97,1	100,112	123,100	122,99	97,2	124,101	124,100
45,135	32,10	45,133	96,83	97,82	9,51	31,9	46,134	96,82	9,53	9,52	95,82	45,134	10,52	10,53	33,10	32,9	46,133	96,81	46,135
142,128	1,0	46,148	144,126	45,148	142,126	148,44	146,44	66,43	142,127	143,126	146,43	143,127	147,43	147,45	65,44	46,147	147,44	65,43	146,42
98,93	27,139	58,69	78,105	28,140	97,94	98,95	59,68	27,140	27,141	58,68	97,93	59,67	78,106	98,94	78,104	28,141	59,69	28,139	150,4
