150,150
121,145	98,119	106,69	106,71	106,70	105,72	107,69	98,120	123,146	122,146	105,70	123,145	105,71	98,118	122,144	122,145	107,70	97,120	123,147	97,119
118,37	145,149	15,50	15,49	15,51	14,51	16,50	13,50	14,49	72,106	72,104	72,105	71,105	73,105	14,50	118,36	117,37	117,36	71,106	13,51
115,21	115,19	16,55	16,57	72,107	15,55	16,54	16,56	15,54	17,57	17,55	117,20	17,56	72,108	115,20	116,20	114,20	116,19	116,21	71,107
12,21	11,22	42,17	30,138	5,50	6,50	11,21	29,137	11,20	30,137	31,137	12,20	5,51	13,20	42,16	43,16	29,138	5,49	12,19	10,22
63,2	64,2	16,118	15,119	62,2	17,119	58,131	16,119	133,40	61,4	63,3	59,132	16,117	58,132	59,133	62,4	62,3	63,1	17,117	17,118
110,54	109,55	109,54	56,20	56,19	55,20	111,55	110,55	55,19	57,20	56,18	108,55	127,53	55,18	107,54	24,145	127,52	108,56	108,54	57,19
124,59	125,59	39,145	38,145	91,43	92,42	38,144	125,58	124,58	92,41	91,44	124,57	95,42	93,43	93,44	94,42	94,43	93,42	92,43	92,44
55,30	97,103	128,20	2,62	98,103	98,102	128,21	1,62	54,30	129,21	60,142	1,61	97,102	54,29	58,141	59,141	59,142	58,142	2,61	127,21
121,12	145,67	144,68	145,66	121,13	122,14	110,103	121,14	108,104	120,12	145,68	109,103	108,103	3,136	144,67	122,13	120,14	109,104	110,104	120,13
11,28	145,21	12,28	33,113	10,27	11,27	9,28	34,114	148,20	10,26	147,20	146,21	9,27	10,28	33,114	147,21	34,113	146,20	148,19	147,19
