200,200
115,158	1,140	83,66	197,116	115,157	1,141	160,43	83,65	8,2	1,139	113,158	0,139	114,157	114,158	199,200	84,66	160,44	7,2	85,65	84,65
129,10	64,147	7,107	22,24	131,10	129,9	23,24	65,147	64,148	76,13	66,147	75,13	21,24	6,106	128,10	7,106	131,9	65,148	7,105	130,10
200,132	142,27	161,64	143,27	81,14	1,158	116,83	115,82	160,64	112,113	111,113	199,131	115,83	112,114	80,14	144,26	200,131	160,63	114,83	80,13
39,49	122,152	140,140	129,57	128,58	121,152	129,58	38,50	3,123	1,123	2,123	122,151	130,58	140,139	196,196	141,139	121,151	40,50	39,50	121,150
68,190	147,62	148,62	13,84	69,191	189,56	148,61	191,55	152,170	152,169	14,83	153,171	13,85	153,170	13,83	190,55	147,61	153,169	190,56	69,190
108,41	197,2	108,39	109,40	198,2	109,41	144,168	144,169	107,39	26,68	92,81	24,69	108,40	93,82	143,169	26,69	25,68	107,38	25,69	92,82
184,154	33,51	32,51	106,185	33,50	106,186	198,2	30,193	107,185	185,154	185,153	115,1	107,186	32,52	170,67	34,51	107,184	29,193	171,67	199,3
21,197	0,104	128,43	12,11	12,12	150,128	13,12	106,178	106,179	21,198	107,178	150,127	129,43	128,42	21,199	19,199	20,199	151,127	127,43	129,42
65,0	186,177	181,81	186,176	19,68	103,199	103,198	18,70	185,176	187,177	59,138	20,69	63,1	64,0	59,137	58,138	63,0	19,69	64,1	18,69
111,88	69,65	155,21	70,64	155,22	69,67	112,88	153,21	70,65	153,20	153,22	113,88	111,87	113,87	69,66	155,20	195,197	152,21	112,87	154,21
