150,150
48,97	150,135	47,99	141,16	62,125	63,125	48,96	48,99	46,99	141,17	48,95	48,98	62,126	63,124	37,17	47,98	47,100	142,17	47,96	37,18	36,17	35,20	35,18	35,19	34,17	63,126	35,17	36,18	63,123	62,124
29,116	28,115	67,58	68,58	115,146	114,146	115,147	82,45	83,45	125,53	114,147	67,59	115,145	84,45	30,113	83,46	85,46	116,145	29,113	29,114	29,115	85,45	84,46	126,53	84,47	30,114	126,52	30,115	125,52	68,59
104,66	106,66	142,54	105,66	105,67	144,53	106,35	116,107	124,116	123,115	25,120	142,55	115,108	114,108	124,115	107,34	24,119	115,107	107,33	25,119	105,65	143,53	143,54	106,34	25,118	24,118	114,107	26,119	106,33	123,116
149,86	50,142	121,79	50,144	112,63	121,77	113,63	120,76	121,76	113,62	148,87	50,143	49,143	150,86	70,70	70,69	148,86	121,78	49,142	120,77	72,70	149,87	149,85	71,69	147,85	148,85	150,87	71,70	70,71	122,79
147,41	41,13	148,41	86,119	60,119	94,130	149,41	62,119	61,119	148,40	62,120	95,129	95,128	63,119	39,14	96,129	94,129	109,150	40,13	147,40	108,149	108,150	41,14	40,14	61,118	95,130	109,149	85,118	85,119	96,128
91,54	114,6	16,11	42,90	114,7	17,9	142,15	113,6	43,91	41,91	113,7	112,6	142,16	91,55	92,55	43,93	17,10	141,16	16,10	86,131	42,91	43,92	141,15	92,54	112,7	42,92	42,93	87,131	88,131	87,132
31,32	62,102	121,69	65,99	3,112	64,99	32,33	29,108	30,107	66,100	121,70	1,112	30,33	64,100	63,101	65,100	65,101	66,99	30,108	120,69	63,100	62,101	150,150	63,99	2,111	2,112	62,100	31,33	64,101	120,70
58,73	37,104	77,85	60,73	37,105	25,17	77,84	150,30	39,103	76,84	150,29	13,46	14,46	149,30	26,17	39,104	38,104	60,72	149,29	12,47	59,73	13,47	38,102	12,46	38,105	37,103	38,103	76,85	59,72	76,86
87,72	3,81	88,10	3,82	38,15	87,10	86,9	88,9	37,16	87,71	85,10	86,71	144,135	145,134	111,130	111,131	37,15	110,130	85,73	110,131	86,72	86,10	85,72	87,11	38,16	38,17	112,130	86,11	87,9	88,72
140,75	143,71	141,75	58,5	9,7	9,8	142,74	141,73	142,72	141,74	140,73	142,73	10,8	4,79	142,71	143,73	140,74	145,73	4,78	139,74	58,6	144,72	143,72	11,8	140,72	10,7	141,71	57,6	144,73	141,72
