200,200
61,144	61,143	199,198	114,3	114,2	115,2	115,1	199,199	116,2	115,3
148,148	148,150	1,33	2,33	150,149	10,196	149,149	147,149	148,149	11,196
112,112	113,113	112,113	112,114	35,100	36,100	200,8	35,99	36,99	36,98
1,176	0,175	0,176	46,93	1,175	45,93	136,178	135,179	137,179	136,179
142,33	198,184	141,33	142,35	141,34	142,34	197,183	199,184	1,198	198,183
74,3	75,3	188,199	189,198	74,4	189,199	189,197	176,18	176,19	188,198
153,16	27,88	152,16	28,88	153,17	152,17	26,88	27,87	26,87	25,88
85,21	84,22	120,114	118,114	82,23	131,149	119,114	83,23	120,115	119,115
198,192	68,98	68,99	67,97	67,99	67,98	198,191	69,99	68,100	199,192
137,15	137,17	137,16	32,164	31,163	32,163	138,15	32,162	137,14	33,163
