200,200
105,76	1,74	191,83	156,94	102,192	22,192	167,20	23,193	127,69	23,192	104,192	128,70	166,20	22,193	191,82	101,191	0,5	155,94	104,75	105,75	127,70	128,71	129,71	104,76	105,192	192,83	103,191	156,95	155,95	102,191
44,95	171,173	45,97	171,172	19,177	170,172	42,97	20,177	44,96	43,96	43,97	135,185	184,76	42,96	195,195	18,178	136,186	193,194	20,178	194,194	19,178	2,3	185,76	8,153	9,153	189,61	43,98	93,6	183,76	189,62
67,30	130,102	109,88	68,30	68,31	68,29	130,104	53,102	138,1	193,152	130,103	49,159	131,103	195,151	48,160	195,150	69,30	194,150	197,64	115,191	194,151	49,161	49,160	52,103	196,151	110,88	111,88	110,87	66,30	129,103
144,23	145,34	139,81	188,187	180,149	83,87	145,23	146,34	140,80	180,151	191,169	54,69	179,150	191,170	192,170	84,88	180,150	192,169	145,33	53,69	141,79	84,87	144,22	140,79	139,80	85,88	139,79	188,186	55,69	145,22
176,100	73,93	180,199	178,99	178,100	180,44	102,197	181,46	178,101	0,197	181,45	181,44	177,101	121,0	0,198	74,93	73,92	73,94	74,94	75,94	1,198	1,6	176,99	103,196	2,198	177,99	121,1	177,100	1,197	122,1
191,25	176,61	1,82	113,27	200,137	192,26	114,28	193,25	113,28	93,142	33,170	2,84	2,83	1,83	176,62	12,1	191,26	33,169	94,142	177,60	176,60	192,24	1,84	192,25	177,61	3,84	163,200	93,141	12,2	94,141
158,122	150,60	159,121	23,44	159,120	1,200	185,23	186,22	158,121	125,198	151,61	158,120	161,121	160,121	66,102	66,103	187,21	128,7	65,103	66,104	159,122	57,169	149,61	127,7	125,197	67,103	158,119	186,23	185,22	22,44
106,65	3,175	188,43	107,64	152,196	153,197	105,64	106,64	3,92	152,197	105,65	48,116	49,116	188,44	187,44	138,1	127,142	152,195	10,23	68,1	11,24	11,23	11,22	189,44	77,198	153,196	194,129	194,130	10,22	108,64
182,119	48,153	49,153	31,79	108,43	109,43	113,25	175,88	113,24	14,1	39,190	159,115	159,114	40,189	107,42	37,189	40,187	30,80	38,189	41,190	160,115	39,188	40,190	193,0	175,87	183,119	39,189	30,79	184,119	108,42
106,108	106,106	157,134	107,106	158,135	9,6	72,189	72,188	108,108	106,107	178,84	28,170	105,107	107,109	107,107	117,36	132,42	49,113	116,35	107,108	8,6	132,43	189,102	189,103	116,36	9,7	28,169	133,42	29,169	194,196
