100,100
35,76	33,75	35,75	33,77	35,77	34,77	33,76	34,76	36,76	34,75
28,4	52,10	51,9	52,9	51,10	29,5	28,5	29,4	53,10	28,6
18,93	31,64	33,58	33,59	32,59	19,93	18,94	19,94	32,58	17,93
58,4	55,3	58,3	57,3	57,4	56,5	55,5	55,4	56,4	56,3
70,14	72,15	73,14	71,13	71,14	2,99	71,16	71,15	72,14	72,13
80,71	79,72	81,70	80,70	82,71	79,71	81,72	80,72	80,73	81,71
30,60	30,61	7,22	30,62	7,23	6,22	29,60	29,62	28,61	29,61
52,51	51,51	3,57	52,52	2,56	3,55	3,56	52,50	51,50	2,57
0,63	1,64	53,4	53,5	52,5	0,64	2,64	53,3	1,63	52,4
95,24	14,87	15,87	93,24	94,23	94,24	95,23	93,23	14,86	15,86
