200,200
0,200	1,199	148,192	148,193	152,189	0,199	149,193	31,23	1,200	147,192
99,1	99,0	40,126	40,127	200,58	95,188	41,126	95,187	94,187	200,57
198,191	62,164	61,164	61,163	199,192	37,34	36,34	37,33	196,0	36,33
90,1	90,0	93,44	89,1	6,158	6,157	196,200	93,45	89,0	71,188
36,197	35,197	109,83	108,83	37,197	83,10	84,9	109,84	84,8	195,196
30,71	198,5	31,73	31,72	197,4	197,6	145,116	197,5	146,117	146,116
170,44	169,43	15,11	9,168	15,10	9,167	10,168	170,43	11,168	15,12
200,197	170,32	3,4	170,33	14,198	171,34	4,4	3,5	170,34	171,33
200,198	200,197	112,28	3,200	111,27	111,28	0,89	199,197	110,27	200,196
192,163	193,163	51,132	49,132	50,133	49,133	50,132	52,132	50,131	51,133
