100,100
80,97	77,35	21,53	21,52	22,52	77,34	81,96	81,97	20,52	77,33	79,96	23,52	78,35	20,53	84,43	22,53	84,42	81,43	22,51	91,100	7,84	78,34	21,51	23,53	20,51	83,43	80,96	82,42	82,43	83,42
43,89	44,89	33,55	71,44	42,90	69,43	42,89	43,91	44,91	44,90	12,81	71,45	68,44	70,43	43,88	6,70	5,69	68,43	33,56	43,90	5,70	70,44	69,44	70,45	42,88	32,55	32,56	69,42	71,43	7,70
56,16	56,17	52,95	57,17	52,96	64,42	57,16	65,43	65,42	51,96	16,68	100,11	16,69	99,11	55,16	53,95	99,10	100,10	17,69	5,32	64,43	4,31	4,32	5,31	55,17	17,68	19,30	20,31	20,30	51,95
58,0	58,1	90,50	65,79	59,0	57,2	91,50	57,1	63,80	63,79	90,48	84,100	64,79	64,81	90,49	84,99	22,19	91,51	65,80	23,19	91,49	23,17	64,80	24,18	23,18	85,98	84,98	65,81	85,99	22,18
78,30	19,26	19,27	20,27	20,26	78,33	63,68	63,70	64,67	62,68	77,32	63,67	7,24	64,68	7,26	8,26	64,69	62,69	63,69	77,30	78,32	79,32	78,31	79,33	77,31	8,24	8,25	7,25	62,67	79,31
19,6	7,74	8,74	19,7	6,75	97,31	50,70	8,75	96,32	7,75	42,12	49,69	42,11	50,69	43,10	96,31	7,76	7,73	20,7	48,70	95,31	95,32	44,11	48,69	6,74	20,6	49,70	97,32	43,11	43,12
46,25	45,25	97,81	95,82	94,82	95,83	97,80	95,80	94,83	48,23	45,24	46,23	94,81	47,23	96,81	95,81	82,83	47,25	47,24	5,11	96,82	46,24	48,24	82,84	45,23	4,11	4,12	5,12	96,80	46,22
81,29	76,3	26,48	28,51	77,4	76,4	68,74	67,75	82,29	82,30	67,76	2,73	76,5	4,73	67,74	68,76	68,75	28,50	29,50	2,72	77,5	1,72	3,72	3,73	83,29	27,49	27,50	28,49	69,75	77,3
11,93	25,73	22,20	67,15	68,14	99,98	20,21	27,73	27,75	68,15	66,16	12,93	67,13	21,21	22,21	66,15	25,74	67,16	26,75	26,74	66,13	21,20	67,14	20,20	12,92	11,92	66,14	26,73	27,74	26,72
90,38	90,37	84,99	91,38	85,100	29,48	28,48	29,49	84,100	90,39	27,48	89,39	91,37	85,98	27,49	28,47	89,37	67,8	28,49	86,100	68,9	67,9	28,50	86,99	85,99	84,98	29,50	68,8	89,38	91,39
