200,200
17,61	17,62	64,55	40,58	65,55	40,59	9,41	39,58	8,42	8,41	65,56	9,40	199,4	64,57	16,60	39,59	16,61	9,42	64,56	195,196
73,149	72,150	29,120	73,150	27,122	28,122	27,121	186,0	30,122	27,193	30,121	27,195	28,195	26,194	29,122	28,196	29,123	27,194	29,121	28,121
30,152	29,151	113,91	113,92	113,93	8,7	200,196	7,8	120,178	8,8	30,153	196,114	7,6	114,93	7,7	114,92	114,91	29,152	200,7	114,94
154,143	193,2	164,59	193,1	192,1	155,144	36,24	191,1	165,60	192,0	156,143	192,2	155,143	36,25	191,0	165,61	164,61	193,0	35,25	165,59
124,156	142,16	142,19	125,156	125,158	160,5	160,4	90,193	2,14	124,158	141,18	91,193	125,157	124,159	124,157	143,17	142,18	143,18	142,17	143,16
62,99	124,158	61,98	199,18	87,11	198,18	123,159	125,159	125,158	198,19	62,97	156,176	197,18	155,176	126,158	63,97	124,159	62,98	63,98	88,11
113,68	77,36	112,70	152,167	75,36	153,167	112,69	152,166	111,70	112,68	111,69	113,70	112,71	76,35	76,36	77,35	110,69	113,69	110,70	114,69
165,190	9,195	164,190	8,197	9,197	9,196	27,24	27,22	27,23	28,23	164,189	8,198	28,22	164,191	8,196	169,168	169,167	165,189	169,169	168,167
190,117	137,25	138,25	53,91	138,24	188,117	53,93	52,93	139,25	52,92	53,92	136,26	123,200	52,91	190,116	136,25	139,24	189,117	189,116	140,24
160,71	160,69	8,16	8,17	108,149	108,150	161,70	59,58	11,44	160,70	60,59	76,112	10,44	76,113	12,45	50,45	76,111	109,151	109,150	60,58
