150,150
128,135	9,93	69,91	69,92	98,68	129,134	128,134	99,68	13,42	104,29	128,136	84,143	69,90	106,28	105,28	105,29	129,135	39,129	1,0	39,130	68,91	130,136	68,92	99,67	70,92	83,144	98,67	129,133	129,136	130,137
67,113	53,142	133,81	66,113	52,143	51,142	134,83	52,142	30,80	31,80	91,133	93,133	51,98	53,97	28,81	133,82	92,134	92,135	52,100	52,98	134,81	92,133	30,81	29,81	29,80	134,82	28,80	53,98	53,99	52,99
10,34	10,35	42,95	9,34	43,95	76,24	129,66	126,66	106,7	106,8	8,101	127,66	128,66	86,75	9,35	8,99	8,100	7,100	84,149	87,74	145,142	77,25	86,74	125,64	126,65	77,24	128,67	126,64	85,75	8,102
5,148	130,83	27,33	85,110	85,109	2,7	2,8	131,84	130,84	27,32	77,10	86,110	132,84	76,9	114,37	131,85	121,15	131,83	78,9	28,33	78,11	78,10	77,11	85,111	28,32	116,37	77,9	76,60	76,10	115,37
141,0	28,143	6,13	28,142	95,30	26,144	96,30	26,143	11,136	11,135	28,136	27,144	100,147	25,144	4,11	100,86	27,137	97,49	5,12	27,143	147,141	96,49	96,48	6,11	4,12	5,11	101,85	100,85	27,136	27,135
100,145	100,146	138,66	67,117	111,15	130,60	139,67	139,66	138,68	138,67	130,59	99,146	19,135	112,16	112,17	18,135	66,117	111,16	66,118	131,59	111,17	17,135	129,60	100,144	129,59	18,136	99,145	137,68	137,67	65,117
67,35	67,36	98,111	132,146	98,110	76,17	99,111	67,37	75,18	131,145	68,36	99,112	77,17	77,18	97,110	98,109	66,35	144,10	97,109	144,9	130,147	4,138	86,144	76,18	87,143	130,146	86,143	131,146	66,36	87,144
60,31	87,116	88,114	147,134	68,134	85,114	85,116	69,132	68,133	32,10	61,31	87,115	70,132	71,133	70,133	69,133	88,115	87,114	86,30	31,10	86,115	86,114	32,8	32,9	0,97	70,131	69,134	31,9	85,115	86,116
90,42	89,42	68,106	13,26	69,105	68,105	85,94	87,93	130,126	3,141	126,145	130,125	127,144	67,106	67,105	127,143	86,93	89,41	84,94	86,94	126,144	126,143	74,20	74,21	88,42	131,126	127,142	132,126	131,125	73,20
17,0	33,20	16,2	17,2	15,3	2,131	129,71	16,1	35,20	18,1	130,73	128,72	129,72	129,73	18,2	139,143	130,72	15,2	78,131	34,19	33,21	79,130	129,74	3,131	34,20	17,1	16,3	17,3	140,143	34,21
