150,150
116,82	149,3	116,81	149,2	149,4	115,82	1,1	115,83	150,3	116,83
57,66	56,67	57,66	56,65	3,38	55,65	55,66	56,66	4,39	3,39
85,71	5,1	85,70	85,72	84,71	28,125	28,126	29,125	28,124	29,124
148,145	53,60	8,147	52,59	9,146	54,60	53,59	8,146	54,59	9,147
26,1	28,1	3,150	27,1	27,0	4,149	29,1	28,2	28,0	3,149
28,138	27,138	29,137	147,148	28,136	27,137	147,6	27,139	146,148	28,137
127,5	126,4	128,5	126,3	127,4	127,3	144,24	128,4	145,23	145,24
56,14	122,150	55,14	56,12	123,150	56,13	123,149	57,13	54,14	57,14
101,43	102,42	100,42	100,43	100,44	101,42	101,44	103,42	102,43	7,145
150,1	119,117	120,116	13,94	118,117	118,116	14,93	14,92	14,94	13,93
