200,200
87,172	59,34	178,64	88,172	14,107	88,173	15,107	87,173	118,107	98,29	11,200	179,64	117,107	199,186	177,64	97,29	16,61	15,61	58,35	58,34
124,21	173,130	172,131	126,20	17,138	125,21	200,147	42,8	16,138	200,146	167,167	168,166	169,166	172,130	200,149	200,148	42,9	199,148	168,167	167,166
196,132	60,70	66,195	66,194	186,102	66,196	186,103	61,70	99,39	184,3	61,71	62,70	59,71	60,72	101,38	196,131	101,39	60,71	100,39	100,38
31,59	30,60	88,191	31,60	21,134	21,136	21,135	30,59	30,58	200,0	89,191	22,136	22,134	146,90	147,90	22,135	146,91	84,153	85,152	88,190
189,13	187,12	188,11	188,12	6,171	22,172	112,188	8,170	8,171	7,170	198,127	20,173	7,171	113,188	6,2	6,170	113,189	21,172	189,12	20,172
169,108	53,146	90,3	52,147	118,185	92,3	52,146	193,196	53,147	91,4	118,184	117,184	53,145	91,2	168,109	52,145	193,195	192,195	92,2	169,109
25,81	51,127	51,128	45,6	192,2	52,127	157,170	26,81	194,1	24,80	158,169	193,1	193,2	44,5	158,170	192,0	192,1	193,0	52,128	5,196
22,141	23,142	196,131	29,196	140,64	29,195	139,191	78,27	24,141	22,142	78,29	23,141	30,195	140,65	139,63	141,63	141,62	77,28	140,63	78,28
110,16	151,81	110,14	110,15	153,80	153,81	111,15	111,14	152,81	82,25	154,82	83,25	81,25	36,37	36,36	83,26	82,26	37,36	37,37	81,26
11,185	10,184	141,196	56,81	2,2	10,185	198,139	140,196	190,1	57,81	141,197	111,110	58,82	191,1	139,84	57,82	56,83	9,185	56,82	198,138
