150,150
138,65	142,32	99,141	138,64	137,64	136,65	140,32	137,63	140,33	98,142	136,66	112,90	141,33	135,66	112,91	98,141	137,65	111,91	140,34	137,66
95,85	93,84	94,85	17,8	91,83	18,8	15,9	15,8	92,85	92,84	16,7	94,84	18,9	15,10	17,9	93,85	15,7	14,8	16,9	16,8
135,90	124,93	125,93	56,102	124,92	56,103	134,89	135,89	135,88	48,39	56,104	136,89	49,39	125,92	126,92	55,103	48,40	47,39	47,40	55,102
80,54	12,75	81,54	76,149	76,150	3,10	11,75	75,148	74,149	75,149	11,76	75,150	2,10	74,148	13,74	13,75	82,54	12,76	12,74	74,150
132,123	133,123	132,122	6,46	7,44	96,71	131,123	134,123	131,122	96,70	95,70	130,123	6,44	6,45	133,122	97,70	131,124	7,45	7,46	132,124
118,27	34,62	117,44	116,45	117,45	116,44	119,27	118,28	119,28	84,128	33,61	85,130	34,60	85,128	33,62	34,61	85,129	117,46	84,129	35,61
147,128	80,83	80,84	147,129	81,84	79,82	79,84	146,128	87,137	1,144	2,144	86,136	87,136	146,129	1,143	78,83	86,137	2,143	79,83	81,83
32,50	115,41	116,43	33,50	117,43	150,150	44,40	55,113	117,42	115,42	116,42	45,40	117,41	55,114	56,114	56,113	116,41	46,40	44,41	45,41
78,42	67,133	66,134	67,134	68,132	69,132	80,42	77,42	67,132	148,148	79,43	116,43	78,43	79,42	1,38	68,133	66,133	117,43	80,43	117,44
131,43	129,43	131,42	54,140	130,42	134,121	134,122	135,125	56,139	131,41	130,43	135,124	130,44	53,139	55,140	135,123	135,122	134,123	54,139	55,139
