200,200
24,192	104,103	189,166	79,144	26,22	186,33	4,134	23,193	186,34	23,192	190,166	187,33	100,163	38,64	105,32	28,22	26,21	105,33	100,162	80,144	105,31	99,162	37,64	27,21	27,22	104,32	101,163	104,31	28,21	101,162
78,95	115,56	83,162	83,163	84,163	8,161	8,160	128,79	191,107	128,80	84,162	19,80	127,79	126,80	192,107	114,56	191,106	113,56	112,56	85,162	195,189	7,161	79,95	7,160	9,159	66,7	191,194	9,160	9,161	190,107
130,150	180,66	176,98	180,67	148,155	189,98	44,185	147,154	113,112	197,166	177,99	45,184	177,98	129,150	196,165	44,184	146,155	181,67	189,97	45,185	44,183	9,1	146,154	191,98	189,99	190,98	190,99	112,112	147,155	181,66
168,14	168,15	120,64	119,65	187,143	37,151	93,193	94,194	119,63	186,143	187,145	184,161	94,193	6,79	6,80	185,161	121,65	38,151	170,14	39,151	186,144	185,162	93,194	187,144	170,15	169,15	120,65	171,15	121,64	38,152
28,110	162,20	162,19	161,18	116,162	27,70	28,70	91,85	8,99	28,69	59,3	115,162	53,183	115,161	27,109	28,71	91,84	161,20	161,19	8,100	162,18	29,110	28,111	52,184	52,183	27,111	90,84	29,70	90,85	59,4
116,154	44,95	46,95	191,116	104,192	131,111	45,95	118,154	117,154	73,185	74,185	193,117	46,93	46,94	117,153	116,153	47,94	192,116	192,117	118,153	75,184	75,185	193,116	196,0	198,0	130,111	191,117	0,11	75,186	130,110
161,62	161,63	41,150	144,53	144,52	145,53	160,63	90,67	11,43	120,185	39,151	200,49	200,50	160,64	143,52	143,53	120,184	199,50	89,67	91,68	40,151	88,67	40,150	120,183	10,43	11,44	199,51	89,66	88,66	10,44
122,93	121,93	7,0	122,93	71,138	122,92	146,177	62,114	112,77	112,76	63,116	72,136	71,136	63,115	71,137	200,4	70,138	62,116	122,94	72,137	113,77	62,115	121,92	70,137	70,136	71,135	0,197	147,177	147,178	146,178
152,65	151,65	26,2	121,156	122,155	193,8	121,155	120,155	121,157	28,1	28,2	119,157	27,100	122,156	28,99	120,156	151,64	109,149	119,155	0,196	120,157	151,63	108,149	152,64	27,2	119,156	27,1	187,199	120,154	27,99
133,124	83,83	86,83	50,67	50,66	27,109	27,108	132,123	200,89	199,89	84,82	199,91	35,170	51,66	200,90	132,124	33,171	84,83	200,91	133,123	85,83	34,170	34,171	28,108	83,82	35,171	28,109	199,90	132,125	51,67
