100,100
20,52	41,69	21,53	21,52	22,52	43,70	77,58	41,70	98,3	41,71	76,61	76,59	22,54	19,58	21,51	22,53	77,60	76,60	76,58	77,61	18,57	18,56	17,56	77,59	21,54	19,57	42,70	20,51	20,53	19,56
10,48	49,38	7,32	12,48	50,38	50,36	59,98	50,35	58,98	49,36	49,37	11,48	58,100	12,49	11,49	59,99	48,36	7,33	59,100	49,34	50,37	48,35	47,24	49,35	58,99	11,47	46,24	48,37	8,32	8,33
87,16	22,35	23,34	88,17	87,8	12,94	88,16	86,15	89,8	10,93	23,35	78,70	87,9	86,16	11,94	88,9	10,94	88,10	12,93	77,69	88,8	76,70	22,34	77,70	11,93	87,17	87,15	89,9	86,17	78,69
37,5	37,7	37,6	92,83	37,4	38,4	35,5	92,82	92,81	93,82	36,5	19,11	88,26	18,11	39,5	87,26	18,10	19,10	88,25	88,24	87,25	1,95	36,6	20,11	38,7	93,81	89,25	39,6	38,5	38,6
14,97	51,41	15,96	13,98	62,69	35,2	63,24	81,58	13,96	34,2	13,97	51,40	81,57	34,3	62,68	80,58	63,68	36,2	14,98	80,57	52,41	63,69	15,97	14,96	64,25	52,40	35,3	65,24	36,3	64,24
28,17	29,17	38,57	39,57	57,8	80,65	58,7	77,63	78,64	56,7	57,7	58,8	80,64	56,8	42,58	29,19	29,16	38,58	39,58	41,58	27,18	40,57	79,64	28,19	40,58	79,65	78,65	41,57	29,18	28,18
28,49	12,2	28,48	50,77	49,77	50,78	42,91	3,90	29,48	48,78	90,40	43,90	42,89	43,89	42,90	11,2	89,42	3,89	4,90	90,42	49,78	11,3	90,41	29,49	89,41	4,89	10,2	11,1	89,40	10,1
85,89	30,67	77,22	77,23	29,65	78,23	86,88	17,72	87,88	19,72	76,22	87,89	76,23	31,67	84,89	95,88	29,66	96,88	30,66	96,87	86,89	30,65	31,65	18,72	31,66	19,71	85,88	95,87	18,71	17,71
19,59	47,21	22,58	22,59	82,15	46,21	45,21	19,58	81,14	81,15	58,90	58,89	58,88	45,22	46,20	82,16	81,16	20,59	21,59	21,58	45,20	46,22	20,58	57,88	57,90	44,22	56,88	82,14	57,89	44,21
96,57	25,49	97,57	69,38	69,39	70,38	9,29	90,92	89,92	90,93	97,56	70,39	9,30	90,94	97,58	89,93	70,37	26,50	25,50	96,56	26,49	98,58	98,57	97,59	8,29	26,48	99,58	25,48	69,37	8,30
