200,200
179,195	77,32	179,196	178,196	175,6	76,31	175,5	76,33	178,195	76,32
5,69	179,124	42,158	6,69	179,123	41,159	41,158	180,122	180,123	41,157
1,36	1,35	198,196	0,35	0,34	1,34	1,33	198,195	2,32	197,195
102,54	156,185	65,43	102,53	101,53	101,54	64,43	157,186	157,185	65,44
193,112	98,63	192,112	193,113	194,113	194,112	99,63	195,114	97,63	98,62
69,148	69,147	70,148	86,6	88,6	87,6	70,147	86,7	18,50	18,49
41,60	5,183	170,46	40,60	40,59	4,183	40,61	5,184	171,45	171,46
76,62	116,131	76,63	77,63	198,3	116,133	117,131	115,132	116,132	115,131
102,9	102,8	198,124	84,180	83,181	103,10	103,8	103,9	83,179	83,180
194,182	195,3	194,181	196,4	196,3	3,9	195,181	195,182	9,190	195,4
