150,150
58,131	104,22	56,130	57,129	58,129	57,131	56,129	56,131	58,130	57,130
146,74	83,61	82,60	84,60	83,60	82,61	147,74	84,61	5,141	147,73
149,26	77,99	149,24	76,101	149,25	150,25	76,100	77,100	78,100	77,101
104,0	105,0	90,65	90,66	69,128	68,129	104,1	69,129	91,66	103,0
25,145	71,3	70,2	71,4	23,145	24,146	23,146	24,145	71,2	71,1
5,61	3,62	4,63	115,12	4,60	79,52	4,62	4,61	3,61	5,62
104,1	103,1	102,2	42,7	40,8	41,8	103,2	41,9	104,2	102,1
49,2	50,4	50,3	49,4	51,4	50,2	49,3	50,5	51,3	51,5
138,74	139,75	139,74	141,75	139,73	3,142	141,74	138,73	140,74	140,73
50,35	50,33	50,34	51,32	51,34	51,35	51,33	52,34	50,32	52,32
