150,150
22,2	32,33	33,34	33,33	129,135	129,134	128,134	23,2	23,3	58,129	116,82	57,128	116,81	117,81	57,129	34,34	34,33	22,3	58,130	57,130
74,102	74,100	73,103	72,103	72,101	55,54	55,55	56,54	56,55	74,101	71,102	72,102	55,56	73,100	74,103	73,102	56,56	72,100	73,101	71,103
10,141	117,59	117,58	73,69	117,57	118,59	73,68	75,69	128,136	129,137	118,57	127,137	118,58	116,58	127,136	74,69	74,68	129,138	128,138	128,137
35,44	2,149	74,50	75,51	102,64	102,63	144,1	35,45	101,63	149,93	101,64	75,50	150,93	148,93	143,0	149,94	74,51	36,45	36,44	150,94
77,147	61,100	148,56	148,57	149,57	61,101	60,101	141,95	149,56	141,94	140,95	149,58	76,147	140,94	76,146	71,2	77,146	75,146	60,100	78,148
22,26	60,101	36,115	37,113	37,114	22,27	59,101	59,100	37,115	38,115	23,27	23,26	24,27	60,102	36,113	36,114	24,26	37,116	23,25	61,102
47,133	150,118	36,134	83,32	85,31	47,134	37,134	83,31	82,31	47,135	48,136	37,135	48,135	36,135	48,134	83,30	84,32	48,133	49,135	84,31
136,71	136,70	18,29	17,28	130,11	18,30	18,28	129,10	129,9	128,10	135,69	128,11	129,11	17,29	135,71	135,70	17,30	136,69	130,10	129,12
94,21	23,136	23,135	44,28	94,20	93,21	93,20	22,136	21,133	95,21	49,99	43,27	43,28	44,27	24,136	50,100	22,135	49,100	45,28	92,20
10,96	11,96	85,15	46,136	85,14	44,138	44,136	84,15	92,44	44,137	93,44	10,97	84,14	11,97	12,97	12,96	83,16	45,137	45,136	46,135
