200,200
23,191	165,154	165,153	22,192	6,40	24,193	164,154	137,2	8,42	8,41	7,41	137,3	166,155	22,193	7,40	164,155	165,155	23,193	6,41	23,192
156,171	5,198	181,125	181,126	4,197	143,166	4,198	157,171	26,77	142,166	158,172	180,125	180,126	157,172	143,164	27,77	181,127	142,165	143,165	179,125
180,156	6,188	7,188	7,70	108,199	179,157	180,157	7,187	107,200	8,71	7,71	58,129	59,129	60,129	59,130	58,130	6,187	107,199	6,71	155,4
33,93	8,199	50,29	51,30	105,110	104,110	51,31	106,111	50,32	106,110	103,110	33,94	195,0	49,31	200,186	200,187	50,31	34,94	50,30	34,93
99,86	186,79	50,2	96,144	186,78	10,172	49,2	12,172	10,173	51,1	95,143	51,2	9,173	11,172	50,1	9,172	11,171	96,145	99,87	195,195
194,101	29,118	195,101	195,183	30,118	30,117	195,182	62,147	30,116	62,146	195,184	63,147	195,102	194,102	63,146	194,183	195,103	61,147	29,117	194,182
49,129	48,129	38,156	121,182	19,12	123,181	36,156	49,130	121,180	121,181	124,181	37,157	37,156	123,180	48,130	48,131	18,12	19,13	122,181	36,157
52,113	83,145	1,1	174,99	175,97	82,143	83,144	51,114	82,144	174,98	199,1	175,98	50,114	82,146	50,113	82,145	81,145	80,144	51,113	81,144
71,182	176,51	1,19	69,181	108,37	69,182	177,51	195,49	197,48	195,47	177,52	70,182	196,48	197,49	196,49	176,52	195,48	68,182	196,47	68,181
162,73	136,66	134,67	135,67	168,87	162,72	167,86	136,67	135,68	15,140	16,141	136,65	161,73	162,74	134,68	133,67	15,141	16,140	162,75	168,86
