100,100
18,57	18,56	19,55	82,97	6,29	5,54	19,56	20,57	82,96	19,58	17,57	7,29	80,96	81,95	20,56	18,58	81,96	81,97	6,28	7,28
45,42	0,69	45,43	0,70	93,94	44,42	94,95	93,95	44,43	61,12	1,69	1,68	62,11	61,11	94,94	2,69	1,70	2,70	62,12	2,68
61,81	60,67	58,67	71,22	62,82	57,68	62,81	59,69	60,68	60,81	58,68	72,23	60,82	59,68	59,67	71,23	61,82	72,22	60,69	58,69
48,7	71,21	23,63	48,8	23,64	24,62	70,21	71,22	47,7	69,21	24,63	46,7	49,8	22,64	24,64	70,22	48,9	69,22	23,62	47,8
51,7	99,96	49,5	48,8	47,7	51,5	50,5	48,5	48,7	47,6	50,8	48,6	46,8	49,8	50,7	49,7	51,8	49,6	51,6	50,6
23,74	24,90	34,47	33,46	34,46	24,91	22,74	24,75	24,74	22,76	35,46	35,45	35,47	34,45	22,75	23,73	25,90	25,91	23,75	23,76
42,61	43,60	35,69	36,72	44,61	42,60	43,61	34,71	35,71	22,10	37,71	35,70	43,62	22,11	36,71	36,70	42,59	35,72	34,70	23,11
80,96	79,96	78,95	94,70	92,70	78,94	91,69	93,72	94,71	92,69	80,95	79,95	12,21	93,69	92,71	79,94	93,70	93,71	91,70	78,96
22,3	22,5	2,45	22,4	21,5	87,98	87,99	23,5	23,4	1,45	49,27	21,4	49,28	48,27	23,3	88,99	48,28	88,98	1,44	2,44
23,66	24,65	29,47	24,66	83,23	25,65	25,66	28,49	83,22	27,49	24,67	25,67	26,67	29,49	27,48	28,47	27,47	29,48	28,48	26,66
