100,100
29,46	30,46	78,93	78,94	77,92	78,92	91,13	91,14	77,93	77,94
25,72	24,72	23,73	24,73	97,17	96,18	96,17	95,17	96,16	97,16
69,42	68,91	70,39	69,92	70,40	70,41	69,41	68,92	69,40	68,93
36,26	35,24	35,27	34,26	35,25	36,25	36,24	99,100	36,27	35,26
94,29	92,30	48,43	91,30	91,29	92,29	93,30	93,31	94,31	94,30
3,39	2,40	1,40	1,39	1,41	3,40	95,81	2,41	2,39	0,41
70,65	70,66	71,64	42,72	70,64	71,65	71,66	71,63	43,72	72,64
29,22	28,22	30,23	29,24	30,24	31,24	28,21	30,25	28,23	29,23
67,44	87,84	67,45	87,85	88,86	88,84	88,85	66,45	65,45	66,44
74,19	74,20	75,20	92,80	90,80	91,80	75,19	76,19	73,20	91,81
