200,200
68,100	67,101	66,102	67,100	66,101	68,101	177,195	65,102	178,195	69,100
189,105	46,160	188,106	120,80	189,106	46,161	120,79	133,165	119,80	119,79
48,78	146,87	48,77	145,87	49,78	49,77	146,88	0,200	147,88	50,78
8,200	188,198	142,59	141,59	125,12	124,11	125,11	123,12	141,60	187,199
21,179	200,3	2,6	152,169	22,179	21,180	152,170	153,169	153,170	21,178
179,72	178,69	178,70	21,0	179,70	180,71	177,71	178,71	179,71	2,122
33,105	34,105	159,5	33,104	162,5	162,6	161,6	161,5	160,5	196,196
17,121	172,12	17,122	15,122	16,123	16,122	171,11	171,12	1,59	1,60
172,197	10,110	10,109	173,197	9,109	94,1	168,119	168,120	167,119	172,198
92,156	17,5	18,5	136,133	137,133	16,6	136,134	93,157	94,157	93,156
