150,150
114,80	128,135	115,82	57,128	58,129	129,134	128,134	128,136	115,80	58,128	116,82	130,136	116,81	57,129	127,134	129,136	129,135	116,80	58,130	57,130
7,146	45,97	43,96	6,145	7,145	26,0	44,97	26,1	58,31	57,29	58,30	27,0	43,97	59,29	45,96	42,96	58,29	42,97	57,30	44,96
65,70	26,87	70,21	71,21	8,118	72,21	7,118	73,21	65,72	70,23	70,22	71,22	66,72	65,71	8,117	7,117	72,22	7,116	26,88	27,87
75,44	69,58	34,41	76,42	81,139	81,140	1,148	68,59	80,140	69,59	67,59	68,58	81,141	1,149	32,41	1,147	80,141	33,41	75,43	75,42
68,4	131,100	127,138	132,101	68,5	132,99	133,101	69,5	133,102	132,100	128,136	134,100	133,99	127,137	128,138	129,137	133,100	128,137	69,4	131,99
79,132	78,133	78,130	122,58	80,130	79,131	123,57	0,150	122,56	79,130	79,133	96,62	52,29	97,62	122,57	53,29	78,131	95,63	78,132	54,29
93,85	108,102	94,84	51,14	109,100	109,101	52,14	75,67	75,68	108,101	76,68	92,83	93,83	74,68	93,84	74,67	92,84	52,15	108,100	76,67
24,42	133,3	132,3	24,40	72,82	25,41	95,144	95,143	25,42	47,116	71,82	24,41	26,41	146,144	96,144	47,117	146,143	70,82	25,40	48,117
142,129	142,128	98,129	97,129	96,128	96,129	42,138	43,138	56,114	147,67	146,67	3,91	57,113	44,137	147,68	3,92	56,113	146,68	2,92	43,137
82,135	148,27	148,28	47,143	83,136	1,104	47,141	2,104	46,142	147,27	1,105	81,136	148,26	81,135	46,140	147,26	47,139	46,139	147,28	47,142
