150,150
144,41	143,41	79,2	69,133	1,148	78,1	59,92	60,89	0,147	59,89	60,90	59,91	80,1	118,66	118,65	60,91	79,1	145,143	70,133	0,148
74,109	12,140	75,109	76,108	0,49	1,49	54,146	13,141	146,79	54,144	74,109	53,145	74,110	75,108	146,80	145,80	54,145	76,109	13,140	55,145
64,136	17,61	87,93	146,64	89,94	145,139	65,136	16,61	18,61	88,93	89,93	88,94	63,136	74,5	75,5	76,5	89,92	145,63	145,138	17,60
105,28	45,79	79,57	46,79	104,28	103,27	45,78	133,118	136,117	105,29	47,78	134,118	135,117	47,79	45,80	46,80	106,28	134,117	44,79	79,56
145,2	143,125	144,125	114,102	144,126	9,58	7,59	9,59	8,60	8,59	65,6	17,136	9,60	145,126	113,101	17,137	113,100	114,101	105,131	114,100
30,115	110,12	21,39	150,140	147,93	79,38	90,146	0,0	22,40	22,39	80,38	78,39	79,39	91,145	78,38	92,145	31,115	80,39	30,114	109,12
111,25	24,148	149,89	23,150	91,57	34,97	23,149	90,57	110,24	45,8	148,88	24,149	23,148	44,8	35,97	109,148	45,9	148,89	111,24	91,56
121,113	0,141	70,30	104,63	70,32	103,61	120,113	72,32	119,113	71,32	6,3	70,31	71,33	121,112	71,30	6,4	104,62	72,33	122,114	71,31
6,148	56,81	2,6	6,149	5,148	119,2	114,115	115,115	117,115	120,1	116,115	150,56	120,2	116,116	7,147	1,7	114,116	119,1	115,116	113,116
86,99	85,99	140,148	54,24	139,148	53,24	53,25	126,67	125,68	138,149	150,8	86,98	0,142	86,100	126,68	60,94	54,26	54,25	127,67	127,68
