200,200
90,3	156,54	157,53	32,199	92,2	157,52	91,3	90,4	156,53	156,52
188,75	185,76	187,75	186,76	55,105	56,105	185,75	186,75	55,104	184,76
106,115	106,116	106,117	129,192	80,70	80,69	81,70	129,193	105,117	130,192
84,87	85,87	154,16	174,175	85,86	84,86	86,87	174,176	153,17	175,177
5,178	4,176	185,44	5,177	4,178	184,44	3,178	3,176	5,179	4,177
200,3	172,137	172,138	2,0	87,156	87,157	171,137	86,156	1,0	86,157
34,175	188,120	187,120	34,173	187,119	188,121	189,121	70,23	186,119	188,119
19,90	197,178	4,197	198,179	198,177	3,197	3,198	4,198	20,89	198,178
1,1	185,54	139,139	141,141	141,140	140,139	141,139	140,140	186,55	185,55
126,136	127,137	101,32	200,200	200,199	100,33	126,137	100,32	101,31	102,31
