200,200
36,119	102,143	112,16	111,14	194,192	156,165	31,196	111,15	93,79	30,197	156,164	194,193	4,84	107,192	112,15	30,195	164,120	112,14	32,197	199,85	113,14	24,23	24,24	31,197	93,78	195,27	31,198	164,121	194,28	94,79
72,49	137,136	137,137	200,0	11,166	121,102	121,101	10,166	199,171	175,44	8,36	122,102	72,48	121,100	109,188	65,9	64,9	73,49	0,110	136,136	121,99	121,103	110,187	122,101	195,107	63,9	136,137	122,39	60,121	65,8
152,8	153,8	160,170	124,58	160,171	153,9	95,23	6,24	11,140	11,139	5,25	5,200	5,199	49,20	199,117	81,129	199,116	20,71	160,169	21,71	95,24	162,73	124,57	22,71	93,197	161,73	10,140	152,9	10,139	50,19
87,94	7,193	118,172	58,41	86,95	86,96	86,97	138,169	8,194	183,32	85,95	94,158	57,42	119,5	119,172	196,83	182,32	191,173	58,42	27,3	9,127	95,159	26,3	118,173	119,173	27,4	181,33	59,40	197,83	57,41
106,83	84,197	178,49	196,200	198,116	52,117	195,200	177,48	140,143	45,67	107,84	53,116	2,131	105,86	176,49	3,130	45,66	196,199	197,200	141,143	90,0	20,190	53,117	177,50	177,49	3,131	107,82	106,84	107,83	106,85
35,184	36,183	197,196	104,129	131,148	37,131	106,129	130,149	106,130	81,56	105,128	81,57	130,148	127,106	127,105	141,58	0,1	131,147	0,2	8,81	106,1	200,132	37,132	8,80	142,58	142,57	80,56	105,130	105,129	184,4
33,18	65,1	162,44	163,42	110,130	33,20	134,166	64,1	134,165	199,199	135,166	5,193	198,99	66,1	44,142	34,19	4,84	158,66	163,43	33,19	158,65	134,124	198,198	74,91	133,166	111,130	133,124	75,90	66,2	134,123
15,178	87,31	138,22	86,31	86,32	135,104	198,163	132,15	132,17	77,164	85,31	138,21	199,162	16,178	198,43	199,42	198,42	45,58	198,162	76,164	87,32	47,58	46,58	137,21	199,163	7,0	131,16	199,164	132,14	88,32
194,189	54,137	193,13	194,107	59,4	53,138	136,44	126,131	54,138	53,135	195,190	131,198	54,136	137,46	131,199	53,136	59,5	53,137	98,60	194,190	100,59	3,40	99,60	137,44	97,60	55,137	135,44	54,139	136,45	2,40
80,1	136,4	168,197	80,0	81,0	190,56	34,1	45,123	189,55	45,124	188,54	137,3	33,0	135,4	4,179	1,96	62,190	39,62	35,1	136,3	189,56	168,196	137,4	183,134	44,124	34,2	2,96	44,123	93,83	139,50
