150,150
8,10	7,11	88,38	89,37	128,36	7,10	7,12	88,37	6,11	127,36	87,38	130,64	126,36	76,59	128,37	89,38	127,37	76,60	8,11	5,12
59,142	121,72	147,5	120,73	60,142	120,71	121,73	9,44	61,143	9,45	59,143	120,72	8,45	140,108	8,44	7,44	59,144	139,108	8,43	60,143
45,100	32,19	46,102	6,146	6,144	122,4	31,18	7,145	7,146	122,3	46,101	32,18	33,18	45,102	78,132	78,133	6,145	149,94	7,144	45,101
142,119	140,119	59,0	60,0	58,0	58,1	141,118	57,0	111,50	110,51	141,120	141,119	68,54	69,54	109,51	111,51	147,73	110,50	146,73	140,120
13,130	42,30	12,131	4,45	81,113	13,131	42,29	148,0	43,29	3,44	80,114	79,112	3,45	80,113	3,46	80,112	43,30	4,46	79,113	5,47
21,144	148,1	52,15	22,143	37,25	149,1	37,26	52,14	53,14	51,15	149,0	38,27	149,2	22,144	21,143	36,27	36,25	36,26	51,14	54,14
77,146	22,97	138,148	120,56	24,95	24,96	23,96	138,149	76,146	3,7	120,58	119,57	77,147	25,96	76,147	119,58	139,148	121,56	77,145	120,57
23,77	109,144	108,143	111,144	110,143	22,77	109,143	21,76	109,145	95,75	93,76	94,75	57,104	110,146	94,76	95,76	108,144	56,104	110,145	110,144
41,84	69,38	87,143	69,40	150,11	88,142	68,39	87,142	69,39	69,41	42,85	70,39	88,143	150,9	43,85	42,83	42,84	43,84	68,40	41,85
9,89	98,98	98,97	99,100	99,98	99,97	98,100	10,89	99,96	46,75	100,98	10,1	47,74	99,99	0,150	98,99	97,100	149,6	47,73	46,74
