200,200
128,39	91,184	127,39	179,103	4,199	178,102	14,107	179,102	194,197	178,103	177,102	14,106	195,195	128,40	15,107	69,57	177,103	195,196	69,58	68,57
195,163	67,118	68,118	100,8	2,199	35,142	195,161	199,31	67,119	196,162	35,143	195,162	34,142	98,9	110,200	10,0	10,1	9,1	68,119	99,9
0,30	179,133	139,112	179,132	0,32	0,31	1,32	1,31	200,9	138,112	178,133	190,84	137,112	105,4	1,192	105,5	1,30	1,191	138,113	105,3
57,48	7,186	174,165	58,47	8,187	102,174	101,173	102,173	7,185	198,37	42,28	43,28	174,164	103,174	198,38	133,0	6,76	58,48	7,77	119,103
25,72	24,71	193,0	25,20	106,88	192,1	0,159	25,69	105,87	25,71	25,70	23,70	144,200	24,70	105,88	195,99	144,199	180,153	25,21	72,187
44,39	200,109	20,149	126,121	126,122	104,124	125,122	199,194	43,39	104,196	198,12	43,40	125,58	126,59	104,125	125,59	19,149	44,38	197,11	104,197
44,4	73,198	44,3	73,199	199,189	10,103	179,137	43,4	155,191	156,191	11,104	180,137	196,5	154,191	11,103	9,102	9,103	10,104	179,136	200,189
112,157	70,174	5,86	60,177	99,107	6,86	62,177	192,104	69,174	99,106	97,107	61,177	111,157	6,87	62,178	193,104	111,156	98,107	98,106	69,175
183,196	25,124	138,6	25,125	184,195	24,124	147,110	84,153	138,5	148,111	139,6	184,196	140,6	84,154	83,154	140,7	83,153	23,5	148,110	25,123
17,137	125,19	18,138	18,136	53,199	131,137	126,107	18,137	124,18	132,137	124,19	124,20	127,107	23,66	190,188	22,66	132,136	22,65	200,54	125,108
