150,150
63,149	34,41	63,147	124,77	62,148	101,2	132,134	131,133	130,136	34,42	132,133	130,135	125,77	64,149	64,148	100,2	125,76	63,148	131,137	131,134	64,147	101,1	131,135	131,136	125,78	65,148	34,40	65,147	64,146	65,149
77,142	2,2	141,54	35,37	141,53	140,54	42,84	141,52	78,142	34,37	76,140	75,140	34,38	76,143	76,141	43,85	36,37	43,84	77,141	76,142	57,11	75,141	77,143	99,0	141,55	36,38	43,83	42,83	35,38	1,2
71,101	72,102	63,146	140,3	135,147	11,129	139,2	63,147	10,128	72,103	71,103	136,148	10,107	12,128	140,2	135,148	136,147	12,127	12,129	11,107	139,1	72,101	71,102	140,1	11,127	11,108	11,128	10,108	64,147	62,146
30,75	126,81	125,82	145,131	22,142	126,82	52,50	67,85	52,51	31,75	144,131	21,142	30,74	31,73	145,132	145,130	22,141	125,81	30,77	30,76	68,84	29,76	51,50	31,76	150,2	67,84	51,51	53,51	31,74	32,75
145,135	83,3	90,130	29,95	91,129	30,96	91,131	90,131	30,70	146,135	48,130	29,70	146,134	30,97	90,129	28,96	48,129	144,135	92,130	49,129	48,128	83,4	29,96	29,97	28,95	84,3	146,133	91,130	47,128	145,134
148,127	106,90	27,42	123,141	122,141	28,42	120,1	29,42	148,129	149,128	150,127	107,90	121,1	45,1	48,1	27,41	28,43	119,1	108,91	46,2	109,91	46,1	147,129	123,140	109,90	47,2	108,90	148,128	110,90	149,127
102,6	108,138	109,138	135,0	17,80	103,5	107,138	101,6	17,79	122,82	133,1	134,0	18,81	107,139	135,17	134,17	17,81	134,1	18,80	123,82	133,0	102,5	109,137	103,6	3,1	108,137	136,18	134,16	108,139	135,1
71,98	69,99	72,75	69,100	71,100	72,99	71,75	70,100	70,75	6,126	19,107	72,76	69,76	71,76	70,77	73,99	70,76	22,106	20,107	70,98	6,127	71,77	71,99	18,106	71,78	70,99	21,106	20,106	7,125	19,106
51,121	109,29	109,31	17,140	58,33	109,30	31,85	12,2	18,139	53,121	52,120	53,122	16,138	57,33	52,121	33,86	57,34	15,139	32,85	16,140	57,35	17,139	31,86	58,35	32,87	58,34	16,139	17,141	32,86	130,148
105,87	82,73	81,70	30,97	29,98	110,6	105,85	104,85	82,70	106,85	145,7	109,8	30,98	82,71	81,71	106,86	141,37	105,86	109,6	142,36	16,122	16,120	81,72	31,97	12,7	109,7	140,36	31,98	141,36	16,121
