200,200
127,44	178,17	100,175	190,142	190,143	5,199	177,17	5,198	9,84	191,142	127,45	177,18	178,18	126,45	176,19	178,19	177,19	4,199	8,84	8,85
76,21	15,118	143,136	199,41	195,177	14,117	20,32	20,33	142,136	75,21	75,22	13,117	76,22	196,177	197,177	196,178	142,135	13,116	14,118	19,34
115,122	43,96	115,121	45,98	68,52	117,122	90,151	44,97	45,97	90,149	107,181	116,122	106,181	67,52	90,150	106,180	114,122	89,151	91,149	91,150
55,117	139,60	56,117	139,61	13,123	55,119	195,191	138,62	116,142	12,123	57,118	55,116	12,124	196,192	115,141	55,118	13,124	115,142	56,118	115,143
116,188	51,165	118,188	51,164	109,54	117,187	51,162	52,164	51,163	116,189	12,33	52,163	12,34	198,100	185,4	117,188	186,4	50,163	50,164	13,34
35,180	36,179	162,111	88,65	163,112	164,111	163,111	163,110	165,112	200,4	104,1	1,3	89,65	164,112	88,66	35,179	104,2	103,1	36,180	200,6
132,122	4,174	110,165	110,166	133,124	197,1	132,124	5,174	132,123	109,165	69,198	70,198	109,166	7,173	133,123	5,173	71,198	131,123	6,173	4,173
186,170	128,127	187,169	187,171	186,171	190,8	188,171	112,96	4,6	111,95	127,128	111,96	187,170	111,97	188,170	127,127	112,97	126,129	126,128	189,9
9,19	200,191	56,142	71,18	71,17	73,17	71,19	139,9	10,20	199,191	140,9	9,20	10,19	54,142	141,9	72,18	200,192	72,19	199,192	70,18
117,186	75,38	116,185	46,69	72,96	45,69	76,38	73,95	73,94	72,94	5,122	4,121	72,95	116,187	5,121	75,39	116,186	196,125	199,18	71,95
