100,100
7,29	4,29	92,11	6,27	5,28	10,19	6,29	5,29	6,28	7,28
33,92	33,91	32,93	88,45	33,90	32,92	8,93	88,44	89,44	89,45
45,52	45,54	44,53	76,68	46,53	45,53	44,52	75,69	75,68	76,69
76,85	75,86	4,13	3,12	3,13	75,85	3,14	4,14	76,86	3,15
64,28	97,15	97,14	96,97	98,14	98,15	95,97	65,28	96,96	64,27
4,29	5,30	67,66	66,66	6,29	97,1	67,67	66,67	5,29	6,30
74,37	65,89	75,36	75,38	76,37	75,37	66,89	66,90	65,90	76,36
76,3	76,2	75,1	75,3	97,18	98,17	75,2	76,1	99,18	98,18
23,13	84,85	22,12	86,85	85,86	86,86	22,13	84,86	85,85	23,12
34,93	23,58	22,59	23,59	22,58	33,94	35,92	33,92	34,92	33,93
