200,200
30,103	119,198	138,4	118,198	4,32	117,121	119,199	23,193	29,104	23,192	118,16	24,193	166,20	37,1	165,20	200,72	199,72	23,191	30,104	24,192	30,105	118,15	31,104	117,17	137,5	120,15	137,4	31,105	195,157	119,15
155,2	43,93	42,93	5,4	192,94	190,96	41,93	155,1	153,2	187,195	1,175	146,30	192,93	42,92	43,92	46,180	47,180	47,179	192,95	144,29	0,176	46,179	45,180	145,30	145,29	191,94	190,94	154,2	125,147	191,95
131,176	119,183	130,175	194,150	195,151	186,7	194,151	186,6	4,142	118,185	124,199	86,53	193,151	119,184	118,184	132,174	88,53	187,9	132,175	86,52	87,53	186,8	118,183	123,200	131,175	123,199	131,174	87,52	132,176	117,184
192,163	123,144	107,99	107,100	124,145	101,61	192,162	123,145	109,99	65,3	143,32	113,139	48,190	108,99	2,23	114,139	11,132	114,140	11,133	12,133	3,23	101,60	66,3	115,139	12,134	102,60	39,76	113,140	102,61	200,94
77,161	76,161	81,105	9,3	8,4	87,54	191,29	189,167	189,168	10,196	9,4	10,197	189,96	192,29	192,30	82,103	82,105	188,168	82,104	45,81	45,82	188,167	11,196	46,81	8,3	47,82	88,55	8,5	87,55	47,83
198,96	136,167	80,156	135,168	80,157	3,62	6,154	178,164	3,63	135,167	199,97	5,155	199,96	4,87	159,162	5,154	158,162	159,163	79,156	178,166	177,166	29,10	109,70	4,63	178,165	3,88	144,1	30,9	177,165	29,9
6,145	24,49	179,0	180,1	6,144	134,110	134,111	191,80	169,129	5,145	23,50	25,48	7,145	192,80	196,199	168,129	5,144	135,111	195,198	179,1	180,0	99,3	23,49	195,199	24,50	84,200	168,130	25,49	133,110	24,51
187,76	13,80	77,9	4,161	189,36	13,81	14,81	186,77	14,82	4,162	45,194	44,194	106,128	3,3	5,161	77,10	187,77	190,36	78,9	187,78	188,77	186,78	186,79	6,161	187,79	13,82	191,36	14,80	183,197	44,195
176,10	157,44	158,42	176,11	56,195	175,11	130,16	175,10	131,16	113,96	4,116	112,95	92,57	92,58	65,7	22,34	22,35	157,43	92,59	175,150	157,45	158,44	132,52	91,58	132,51	132,53	132,16	57,195	58,194	91,57
98,162	120,39	21,8	91,79	119,38	128,43	121,39	19,198	21,10	119,39	21,9	98,163	120,40	128,45	18,198	98,164	127,43	129,45	128,44	11,75	128,46	120,38	97,162	19,199	161,28	99,164	12,74	92,79	161,29	100,164
