150,150
110,91	22,3	18,70	138,64	137,64	19,69	122,111	23,2	23,3	139,64	22,1	23,4	138,65	121,112	122,112	121,111	137,65	111,91	19,70	111,90
117,132	5,14	116,133	5,15	117,133	4,12	3,16	2,142	3,15	4,15	116,132	3,142	5,13	118,132	4,14	4,13	4,16	2,17	5,12	3,143
135,65	56,28	56,27	133,65	55,27	57,94	107,118	134,64	133,66	107,119	134,63	134,65	108,119	55,28	86,19	134,66	135,66	135,63	108,118	85,19
38,147	29,117	28,118	28,117	1,16	40,146	38,149	123,12	39,147	38,146	39,146	122,14	37,149	123,15	29,118	38,148	39,148	37,148	123,13	123,14
84,123	18,80	18,81	10,109	84,125	10,108	85,124	11,108	83,123	84,124	83,124	17,81	10,107	11,110	11,107	17,80	85,125	11,109	6,0	83,125
86,45	84,45	89,109	149,65	90,110	90,109	85,44	11,135	149,64	87,47	86,47	85,47	84,46	85,45	85,46	10,135	88,110	89,110	86,46	88,109
38,9	134,137	135,139	39,10	134,138	39,7	133,138	136,138	96,30	95,30	135,137	134,136	39,8	110,67	110,66	135,138	39,9	133,137	134,139	40,9
6,97	137,94	6,96	6,98	143,35	142,36	5,98	142,35	141,36	141,35	137,95	137,93	136,95	108,7	109,6	5,97	143,36	136,94	108,6	109,7
104,87	104,88	31,110	30,109	103,88	32,108	102,5	31,107	31,109	31,108	102,6	101,6	103,89	102,89	102,7	30,108	103,87	104,89	32,109	102,88
69,147	70,146	69,145	150,2	4,113	69,146	88,122	88,121	89,121	68,146	68,147	70,145	5,114	69,144	5,113	68,145	4,114	90,121	89,122	67,146
