200,200
101,160	138,5	189,166	188,166	143,163	7,2	138,4	94,8	112,113	137,3	199,69	94,9	144,163	100,163	111,114	96,8	112,114	95,8	100,162	143,164	95,7	99,162	8,2	100,161	111,113	188,165	137,4	101,163	144,164	101,162
195,89	109,120	97,87	98,86	3,114	109,118	97,86	20,54	196,87	109,119	99,87	195,88	54,183	98,88	71,45	195,87	110,119	4,113	20,56	54,184	20,55	19,55	4,115	4,114	55,183	98,87	5,114	55,184	194,88	3,115
21,182	118,137	118,136	193,148	194,147	197,146	20,182	20,183	195,147	193,149	196,147	194,148	195,148	42,199	195,149	197,147	117,136	117,137	119,137	197,145	21,183	196,145	119,136	194,149	119,138	196,146	118,138	44,199	196,148	43,199
27,117	197,156	196,155	80,50	41,175	27,116	28,116	199,3	28,117	29,117	40,175	79,51	42,175	80,51	199,4	154,44	197,155	130,199	81,52	196,157	80,53	81,51	155,44	153,44	196,156	200,4	1,0	41,176	80,52	40,176
72,84	46,150	131,184	73,82	1,24	2,24	48,101	47,101	0,24	71,83	72,83	46,151	47,102	45,152	48,102	47,150	48,103	199,110	2,23	72,82	73,81	1,23	0,23	198,110	197,110	46,152	200,111	73,83	47,151	47,152
129,133	129,134	80,55	81,54	130,136	129,135	128,136	79,55	81,56	160,109	80,58	128,133	80,56	128,132	80,54	79,56	79,54	79,57	160,108	159,109	159,108	81,55	127,134	80,57	128,135	128,134	81,57	129,136	161,108	127,133
158,144	6,166	7,166	35,29	35,28	51,154	35,27	156,143	42,96	28,10	27,11	27,10	199,194	42,97	8,166	198,194	7,167	28,11	34,28	51,155	51,156	33,30	199,195	52,155	200,194	52,156	8,165	158,143	34,29	157,143
106,96	165,66	2,90	127,198	165,65	181,6	166,65	3,92	2,91	3,91	72,65	71,66	126,198	72,66	4,91	10,199	128,198	107,95	181,7	180,7	107,96	3,90	180,6	15,106	15,104	15,105	71,65	4,90	106,95	14,105
39,130	193,31	66,80	38,130	6,25	65,81	63,79	192,32	65,76	65,79	6,28	5,27	65,78	39,129	6,26	5,25	64,79	192,29	64,78	6,27	65,80	192,31	36,131	193,29	192,30	5,26	36,130	64,77	63,78	37,130
90,184	195,71	195,70	194,71	45,165	57,170	90,183	89,184	68,20	67,22	194,70	67,20	46,164	44,164	91,184	12,59	11,57	11,56	12,57	194,72	45,164	88,183	47,165	57,172	11,58	89,183	12,58	67,21	58,171	57,171
