150,150
57,131	46,29	47,29	57,129	65,105	16,15	65,104	46,28	58,130	57,130
148,44	149,44	60,10	60,11	61,11	147,44	150,43	61,10	149,43	60,12
1,7	0,7	0,150	109,4	0,6	110,4	109,3	110,3	111,3	111,4
70,131	121,144	69,130	69,131	119,144	120,144	120,145	81,33	120,143	81,32
79,25	78,25	76,26	148,124	77,25	79,26	78,26	0,149	77,26	147,124
125,121	26,20	27,19	59,146	124,121	26,19	100,146	27,20	100,147	99,146
148,0	123,123	122,124	123,124	37,102	38,102	39,103	122,123	37,103	38,103
57,125	58,125	122,48	57,124	123,48	53,3	58,124	53,4	54,3	54,4
13,129	13,130	1,2	0,2	148,6	0,1	14,130	14,131	13,131	12,130
1,81	97,7	0,82	1,82	98,5	0,81	2,82	97,4	97,5	97,6
