200,200
178,64	149,194	178,65	22,192	167,20	147,193	149,193	166,19	17,4	24,192	178,66	148,193	166,20	179,66	165,20	179,65	24,191	23,191	178,67	23,192
11,198	29,159	23,3	12,200	22,3	56,146	10,199	11,200	198,58	23,2	12,199	22,4	55,147	23,4	28,158	28,159	56,147	192,1	10,198	22,2
157,19	158,17	6,177	158,18	158,19	119,189	157,18	186,44	156,56	119,190	5,176	5,177	156,55	185,45	186,45	119,188	157,104	185,44	121,188	6,176
167,126	165,127	31,137	124,196	30,136	166,127	31,135	193,8	31,134	3,3	32,135	29,136	31,136	32,134	165,128	166,126	30,135	166,128	165,125	167,127
141,97	179,137	178,135	179,136	143,96	178,138	142,96	142,95	31,75	143,95	143,93	32,74	142,94	31,74	178,136	178,137	141,95	179,135	144,95	143,94
182,61	192,150	27,130	192,149	28,131	32,10	99,158	32,12	32,11	31,11	118,1	181,61	191,150	27,131	182,62	181,62	191,149	100,158	26,131	27,132
121,178	23,166	22,166	126,4	26,14	120,180	26,13	89,135	172,86	121,179	26,12	121,180	88,134	173,85	89,134	120,179	198,0	173,86	88,135	173,87
54,150	76,151	76,150	76,149	75,149	53,151	108,96	75,150	82,23	191,194	53,150	109,96	77,150	192,195	192,196	191,195	192,194	81,24	81,23	54,151
125,42	113,165	127,43	197,199	178,11	179,10	9,198	179,11	178,10	9,197	180,10	180,12	188,104	179,12	127,42	126,42	10,197	16,31	17,31	17,32
7,198	10,48	137,99	5,197	6,198	11,47	138,98	6,197	137,98	61,193	12,49	4,197	4,198	11,48	5,198	191,0	11,49	60,193	12,48	60,192
