100,100
82,97	78,62	35,75	80,96	78,61	81,95	81,96	81,97	77,62	11,88	11,90	82,96	76,62	33,75	77,61	34,74	77,60	76,60	10,90	10,87	76,61	10,88	11,89	33,76	10,89	35,76	80,97	34,76	78,60	34,75
15,60	21,4	15,61	16,60	49,32	14,61	50,31	16,14	16,13	13,99	68,24	20,4	14,99	16,61	12,99	50,33	51,32	12,100	68,23	13,100	13,98	17,14	19,5	67,23	14,60	50,32	67,24	21,5	17,13	20,5
9,85	56,82	34,42	8,65	56,83	57,83	9,87	33,41	8,85	98,1	10,86	9,86	26,20	57,82	25,20	10,65	26,21	98,2	9,65	8,64	10,64	9,64	99,1	9,66	99,2	33,42	97,2	34,41	8,86	25,21
95,69	26,81	72,22	72,23	94,68	71,23	38,87	72,21	71,64	94,70	70,64	38,89	26,79	95,68	71,21	27,79	96,68	93,69	95,67	71,63	26,80	94,69	37,87	27,80	70,63	37,89	71,22	27,81	37,88	38,88
50,19	49,18	54,12	50,18	48,17	48,18	48,19	54,13	61,52	62,51	49,17	55,14	97,43	61,51	56,13	95,44	53,12	51,19	53,13	96,43	62,52	51,20	50,20	55,13	95,43	97,44	54,14	96,44	55,12	49,19
33,40	63,6	30,38	34,41	61,6	32,40	62,5	63,5	62,4	32,42	61,4	33,41	62,6	32,41	63,3	30,39	31,39	31,38	29,39	31,40	34,40	33,43	60,4	63,4	34,42	60,5	62,3	61,5	33,42	60,6
53,93	74,89	75,89	98,28	0,27	99,29	2,28	98,29	71,46	74,88	53,94	1,29	72,46	99,28	52,94	52,93	1,27	38,29	37,29	5,99	38,28	39,28	72,45	73,89	1,28	71,45	73,88	75,88	39,29	0,28
79,90	84,64	85,66	1,77	84,66	0,76	87,31	30,63	30,64	80,90	31,63	81,92	85,31	80,91	30,62	80,92	2,76	86,30	31,62	0,77	86,32	32,63	79,91	1,76	79,92	84,65	31,64	87,30	86,31	85,65
69,26	50,80	69,27	51,80	90,87	91,86	99,23	17,19	51,81	15,19	50,79	64,89	65,89	66,90	98,22	16,20	17,20	91,87	67,89	99,22	51,79	16,19	100,23	100,22	65,90	90,86	66,89	50,78	68,26	68,27
8,55	27,75	60,15	9,56	37,26	59,15	8,56	7,55	8,57	60,16	7,56	59,16	36,26	78,64	36,27	79,65	59,14	26,77	9,55	61,16	61,15	26,76	58,14	79,64	25,77	25,76	37,27	28,75	27,77	27,76
