150,150
63,39	102,108	62,37	102,109	103,108	129,134	128,134	129,135	62,38	65,39	63,37	64,38	65,37	64,37	64,39	148,7	130,134	63,38	65,38	62,39
67,147	11,71	96,85	66,147	10,72	66,148	95,84	96,84	90,132	10,70	96,83	91,132	97,83	67,148	11,72	9,71	95,83	9,72	95,85	10,71
16,40	48,50	49,50	49,51	18,40	50,51	50,50	49,49	16,41	17,41	16,42	77,44	78,43	105,129	48,49	48,51	78,44	77,43	105,128	106,128
125,122	126,123	125,123	138,16	68,57	33,92	67,56	126,122	127,123	33,91	137,15	137,14	137,16	136,15	138,15	136,16	127,122	69,56	68,56	69,57
127,150	31,17	126,149	127,149	29,15	31,15	53,61	53,63	126,148	29,16	52,63	30,15	127,148	54,62	31,16	30,16	125,150	128,147	126,150	53,62
28,137	111,79	26,137	25,137	26,136	71,73	113,79	117,111	117,110	146,7	112,79	118,111	118,110	46,0	27,137	47,1	27,136	48,1	112,80	118,112
5,76	82,122	123,89	83,122	83,121	122,87	3,74	123,88	3,76	122,88	4,75	120,132	4,76	2,76	3,75	121,132	84,121	84,122	122,89	2,75
10,122	10,123	67,84	11,124	66,84	42,142	40,142	44,58	41,143	43,57	67,83	41,140	41,141	11,122	44,56	11,123	42,141	41,142	44,57	66,83
149,80	72,16	150,81	148,81	149,81	148,80	132,78	132,77	72,15	131,77	73,15	131,78	73,14	73,16	15,149	72,14	150,80	73,13	114,134	113,135
134,108	133,107	132,107	89,65	128,84	90,65	91,63	90,64	127,83	89,66	89,63	89,64	129,83	127,84	90,63	59,131	129,84	133,108	90,66	91,64
