200,200
105,172	104,172	10,9	8,9	107,174	9,9	108,174	11,11	8,8	68,38	77,159	9,8	106,173	109,174	105,173	76,159	16,61	15,61	109,173	7,8
122,191	65,3	65,5	122,190	138,90	64,3	67,89	138,91	67,90	122,192	30,182	123,191	121,191	31,183	30,183	124,190	65,2	64,2	139,90	64,4
132,168	7,152	6,152	34,79	197,1	35,80	131,169	7,151	34,80	35,79	8,152	137,87	6,151	153,123	153,124	132,169	138,87	152,123	138,88	152,124
146,162	147,161	147,162	63,21	6,187	7,188	7,187	63,22	1,98	6,189	5,188	0,97	0,98	63,20	192,4	6,188	1,99	199,104	198,104	64,21
58,123	57,124	58,125	21,199	26,1	21,197	55,125	120,105	27,1	120,106	26,0	57,125	21,198	26,2	121,105	22,199	58,124	200,14	22,198	56,125
0,188	115,137	116,136	155,67	116,138	87,0	13,43	117,137	154,149	15,43	0,187	155,147	155,148	116,137	14,44	15,44	155,66	14,43	156,66	156,67
1,66	13,143	13,144	12,143	104,107	103,107	0,66	41,194	42,194	60,12	42,193	59,10	2,66	1,65	105,106	14,144	59,9	43,193	104,106	60,11
147,17	86,77	1,200	88,75	148,15	85,75	148,16	86,76	87,77	88,76	163,82	147,18	87,78	164,81	163,81	87,76	148,18	147,15	162,82	85,76
33,142	33,141	14,8	125,62	124,63	125,63	34,141	33,143	65,39	107,194	32,141	14,7	106,194	163,134	64,39	108,194	64,38	14,6	15,6	15,5
200,191	57,76	58,76	83,149	148,5	83,148	194,65	82,148	57,75	106,105	82,147	105,104	148,6	19,105	19,104	147,4	83,147	106,104	195,65	195,66
