200,200
77,159	179,195	9,4	138,121	9,3	76,159	78,159	157,144	139,121	195,164	156,142	78,158	156,144	198,3	157,145	76,31	7,4	7,3	178,195	76,32	194,163	77,160	77,158	76,158	194,164	75,31	8,4	75,32	156,143	157,143
168,117	172,184	167,116	77,198	171,185	169,117	168,116	34,3	23,56	124,155	160,55	21,58	159,57	160,56	159,56	23,57	159,55	172,185	76,199	171,183	34,2	171,184	23,58	125,155	22,58	171,182	123,155	33,2	22,57	124,154
141,124	141,125	182,63	139,127	7,169	91,54	182,62	140,124	60,186	7,170	140,126	181,63	92,54	6,170	61,186	92,53	6,169	5,2	141,123	8,170	140,123	91,52	61,187	6,171	141,127	7,171	55,125	60,187	91,53	141,126
96,173	181,143	28,3	95,176	47,81	95,175	28,4	96,174	96,175	179,145	156,157	180,146	180,145	180,144	181,144	179,144	85,89	46,81	45,42	45,81	95,174	180,143	44,42	156,156	44,41	95,173	29,3	85,88	84,89	29,4
40,168	120,68	13,103	121,68	121,139	172,86	14,102	13,102	41,167	173,86	173,128	175,128	122,69	187,42	41,168	120,140	82,0	173,85	120,69	12,102	188,42	120,139	121,140	187,41	188,41	174,128	173,127	14,19	172,85	122,68
11,83	79,126	78,125	77,126	110,185	147,46	76,36	76,126	148,45	149,45	10,83	40,64	149,46	11,84	110,186	194,191	148,47	148,46	41,65	9,84	198,43	10,84	78,126	199,43	77,36	40,65	41,64	147,45	10,85	77,35
78,36	5,74	200,29	163,178	163,176	104,32	163,177	78,37	200,28	0,176	80,138	79,138	80,154	104,33	78,28	79,28	103,32	81,154	164,177	1,176	103,33	80,155	79,29	79,36	103,34	78,29	79,137	81,155	164,178	165,179
171,157	65,92	157,132	158,132	171,156	169,155	170,156	134,122	158,131	171,155	121,125	28,198	132,122	131,121	133,122	132,121	157,131	131,122	198,172	122,125	28,197	66,92	158,130	169,156	172,156	172,155	29,197	198,171	168,155	122,124
3,0	84,75	84,76	84,74	142,36	165,2	85,74	136,53	136,55	37,171	141,37	142,37	143,195	166,2	143,194	85,73	37,173	166,3	36,171	135,52	167,2	134,53	166,1	141,36	136,54	37,172	36,172	135,53	38,171	135,54
16,175	99,29	16,174	178,14	100,28	100,27	95,200	99,28	99,27	95,199	178,13	179,160	84,22	6,80	180,159	83,21	60,116	179,14	6,81	7,80	84,21	101,27	59,117	177,14	179,159	59,116	100,29	7,81	17,175	59,115
