150,150
115,79	24,2	48,77	116,80	114,80	103,29	115,81	48,76	115,80	49,76	104,29	103,28	116,81	104,30	105,28	105,29	116,79	112,53	106,28	112,52	114,79	24,3	22,3	113,53	115,78	106,29	104,28	23,2	23,3	49,77
113,123	26,108	134,21	134,19	114,123	136,21	136,19	134,20	135,20	25,108	58,140	136,20	59,138	133,20	113,122	114,122	58,139	60,140	60,138	25,106	60,139	135,21	59,139	133,19	59,140	135,19	24,107	26,106	25,107	26,107
109,150	110,150	112,78	49,103	86,95	87,95	28,136	29,136	109,149	113,78	112,77	111,78	85,94	28,135	87,94	113,77	86,94	110,78	51,103	27,135	108,150	50,103	29,135	110,149	30,137	108,149	111,77	51,104	50,104	85,95
53,55	30,94	20,30	22,29	104,5	21,30	30,92	22,30	29,93	149,35	30,93	21,31	104,7	148,35	23,30	29,94	104,6	105,7	29,92	149,33	21,29	23,31	22,28	149,34	23,29	150,149	105,6	105,5	148,34	22,31
94,43	142,101	142,102	140,40	140,39	144,100	145,100	143,101	140,41	139,39	95,42	145,99	141,39	143,100	95,69	143,99	140,38	95,70	139,40	96,69	95,43	146,101	144,101	144,99	143,102	146,100	141,102	94,42	141,41	141,40
34,95	44,48	44,50	106,11	105,10	105,9	45,50	31,145	31,144	43,50	108,11	106,10	44,49	106,9	30,144	108,10	108,9	44,51	32,144	35,94	34,94	107,10	45,49	32,145	107,11	43,49	107,9	30,145	106,8	107,8
107,93	150,53	108,93	150,55	48,0	48,1	81,39	81,38	75,123	150,54	148,55	76,124	149,54	80,39	148,54	79,38	75,124	148,53	149,55	76,123	108,92	147,53	80,37	149,53	49,0	147,54	49,1	107,92	80,38	79,39
72,24	57,11	102,86	51,98	51,100	36,110	89,142	91,141	102,88	102,87	56,10	36,111	91,142	103,87	90,142	50,100	90,141	50,99	71,24	51,99	90,143	72,23	91,143	57,10	52,98	103,86	52,99	52,100	37,110	56,11
71,80	71,137	70,136	71,79	32,134	72,79	87,126	102,81	88,128	32,133	33,133	87,127	87,128	103,80	72,80	73,80	103,78	104,80	103,81	102,80	72,138	86,128	72,78	103,79	86,127	88,127	88,126	33,134	33,132	73,79
9,14	1,121	41,93	68,63	40,92	2,121	69,65	55,45	68,65	42,93	68,64	40,93	2,122	69,63	1,122	1,120	10,13	10,14	67,64	147,150	42,92	55,46	41,92	9,13	148,150	54,46	11,14	54,45	69,64	2,120
