200,200
54,37	56,36	170,175	168,41	169,177	168,175	166,41	170,176	167,174	168,176	169,176	54,36	56,37	167,41	53,37	167,40	54,38	55,37	55,36	169,175
176,154	105,10	176,155	175,155	100,92	105,12	175,154	105,11	175,156	101,92	35,146	104,11	176,156	35,145	36,145	101,91	34,146	100,91	34,145	4,3
69,14	70,15	70,13	59,199	70,14	71,13	169,125	173,89	167,123	173,88	68,13	10,112	9,112	168,125	168,124	9,113	71,15	167,124	168,126	167,125
14,44	154,75	44,25	189,151	44,26	75,84	12,44	189,150	45,25	153,75	45,26	154,74	14,43	13,43	13,44	14,42	153,76	76,85	188,150	75,85
146,183	33,159	148,183	32,158	145,183	145,184	110,27	111,169	148,182	147,183	111,170	146,184	111,27	111,26	110,169	34,158	33,158	110,25	110,26	110,24
105,143	194,136	171,147	173,146	195,136	105,142	103,142	68,186	172,147	68,185	103,143	194,135	172,145	104,142	103,144	172,146	171,145	195,135	171,146	104,143
145,193	99,196	0,5	144,194	100,196	1,6	144,193	144,195	109,9	1,5	110,10	111,9	101,196	145,194	111,10	100,197	145,195	110,9	81,153	81,154
71,164	3,92	72,165	5,92	2,93	64,25	72,164	2,94	4,93	3,91	3,93	70,164	5,91	63,23	64,24	65,23	71,165	4,92	4,91	64,23
3,150	39,72	3,149	142,100	143,99	39,71	142,99	41,71	40,72	189,200	3,151	3,148	41,72	142,98	2,148	200,1	141,99	92,200	40,71	141,98
16,32	57,174	58,174	129,104	81,94	58,173	82,94	33,11	81,93	131,104	34,11	34,12	129,105	130,104	15,33	15,32	34,10	130,105	15,31	59,174
