150,150
36,48	62,38	63,39	35,48	64,39	68,93	69,93	30,34	28,58	70,93	29,57	70,94	69,94	31,34	29,58	30,33	31,33	63,38	28,57	62,39
35,80	34,80	74,10	149,2	42,135	41,135	73,11	34,81	74,11	73,10	146,124	149,3	43,135	147,125	148,3	149,1	148,2	147,124	150,3	42,136
71,28	72,27	123,66	120,66	71,27	122,65	120,65	121,66	70,27	122,66	70,28	122,64	69,26	69,27	70,26	71,26	70,25	121,64	71,25	121,65
0,143	6,15	6,14	5,14	82,64	2,143	1,143	2,144	91,141	81,65	2,142	81,64	90,141	89,141	3,143	1,144	90,142	81,63	1,142	5,15
147,60	31,110	93,45	93,44	32,111	56,38	33,110	118,46	120,46	119,47	94,44	32,110	148,61	148,60	147,61	55,38	56,39	118,45	119,46	119,45
78,62	79,61	129,76	129,77	124,67	78,61	130,76	79,60	78,59	125,68	128,77	2,150	79,62	128,76	126,68	124,68	130,77	127,78	78,60	127,77
108,126	146,96	61,38	45,119	46,118	147,96	147,95	20,29	21,29	46,117	109,127	107,127	45,118	46,119	146,95	62,39	107,126	61,39	61,40	145,95
34,25	33,25	107,20	34,26	34,27	1,147	32,28	107,21	109,57	33,28	34,24	110,56	109,56	110,57	109,55	110,54	110,55	33,26	33,27	109,58
2,4	1,4	115,117	84,100	130,59	115,116	130,60	128,61	129,59	129,60	85,102	85,103	85,101	84,102	86,102	129,61	116,115	116,116	84,101	117,116
129,98	51,54	129,97	51,39	130,97	50,54	130,98	52,39	89,146	89,147	88,147	130,99	129,99	87,48	50,56	88,48	51,55	88,146	88,49	50,55
