100,100
25,57	24,57	8,26	7,27	23,57	76,45	23,56	24,56	6,28	7,28
87,54	86,54	85,54	94,12	93,13	93,12	87,55	86,55	85,55	94,13
12,73	11,74	4,45	3,45	3,44	11,73	11,72	4,44	98,0	12,74
31,43	17,27	33,42	16,27	16,28	32,42	32,43	17,28	33,43	32,44
47,13	46,13	48,11	48,12	46,12	100,99	49,12	47,11	47,12	46,14
91,29	58,74	91,28	92,30	91,30	58,73	92,29	59,72	59,73	93,30
99,100	60,50	20,6	60,51	100,100	59,51	100,99	61,51	19,6	60,52
63,82	63,81	64,82	63,79	64,81	63,80	62,79	64,80	65,81	62,82
57,2	58,1	58,0	56,1	57,1	57,0	58,2	56,2	56,0	58,3
45,97	45,98	23,43	47,98	46,96	46,98	24,43	46,97	25,43	24,42
