200,200
105,172	104,172	10,9	8,9	107,174	9,9	108,174	11,11	106,174	10,10	77,159	9,8	106,173	104,174	105,173	76,159	16,61	15,61	154,43	154,42
55,101	7,134	6,134	191,94	19,1	200,0	7,135	191,95	54,100	182,200	191,96	55,100	110,113	106,3	110,114	190,96	111,113	20,1	190,95	111,114
197,76	58,159	196,75	57,159	133,108	197,75	93,32	133,107	197,77	94,32	198,76	134,107	92,32	196,76	93,33	58,160	196,77	195,76	0,0	94,33
118,188	169,181	168,181	95,137	119,188	120,188	97,136	0,21	96,137	20,125	77,77	96,136	20,124	96,139	20,126	19,124	188,11	77,76	96,138	78,75
24,52	6,145	24,53	6,146	162,171	70,65	199,79	188,2	51,127	107,5	25,132	161,172	24,132	23,132	51,128	200,80	163,172	70,66	50,127	162,172
165,9	113,181	129,94	114,181	198,66	163,8	116,182	130,93	164,8	198,67	115,181	29,200	99,46	115,182	129,93	98,47	130,94	29,199	165,8	28,199
82,95	199,152	47,55	82,94	36,194	144,16	36,195	37,194	46,55	37,195	84,95	145,16	37,196	84,94	131,200	83,95	146,16	83,94	199,153	147,16
17,87	88,184	193,98	193,99	16,87	98,78	17,88	98,77	80,122	8,2	18,87	89,184	89,182	89,183	88,185	97,77	88,183	188,3	81,123	196,181
71,200	12,93	12,94	71,199	144,11	11,94	70,199	10,94	57,176	57,177	145,12	144,12	197,192	179,31	11,95	57,175	0,2	180,31	56,176	179,30
83,119	32,124	4,198	11,71	110,20	110,19	82,120	10,70	31,123	10,71	11,70	10,72	11,69	109,20	178,200	198,100	81,120	111,20	83,118	32,123
