150,150
125,52	58,131	124,53	125,53	58,129	124,54	1,1	125,54	58,130	57,130
131,102	1,77	131,101	0,78	133,101	1,76	132,101	1,75	0,77	0,76
26,65	101,27	101,28	102,27	3,147	25,66	26,66	4,147	102,28	100,28
27,129	26,129	27,128	28,129	93,122	92,122	26,128	91,122	92,123	91,124
1,1	1,0	140,119	142,118	141,117	142,117	140,117	1,144	141,118	140,118
140,5	52,141	51,142	141,5	139,5	140,4	53,141	51,141	54,142	52,142
142,85	142,88	2,138	140,88	141,86	142,87	141,87	141,88	142,86	140,87
43,7	44,6	13,6	13,4	13,5	12,5	12,6	44,7	43,6	138,148
23,65	57,140	148,4	148,5	23,66	22,65	149,5	58,141	58,140	57,141
2,121	141,7	141,6	1,121	140,7	1,120	77,75	141,5	78,74	76,75
