100,100
18,57	81,41	73,83	67,3	66,3	72,82	67,2	74,83	82,41	66,2	17,57	82,43	73,82	83,42	81,42	72,83	74,82	82,42	81,43	83,43
72,22	51,97	49,99	33,69	48,99	49,100	72,21	48,98	50,98	73,22	49,98	73,21	51,98	51,99	49,97	33,68	34,68	50,97	34,69	50,99
7,92	6,92	27,95	7,93	6,93	66,62	28,96	68,63	26,97	67,62	66,63	66,64	27,96	26,96	26,98	27,97	67,63	67,64	27,98	8,92
86,8	63,55	63,56	93,84	93,86	84,9	82,22	92,84	85,9	84,8	85,8	86,9	84,22	93,85	92,85	83,22	83,21	84,21	85,10	94,85
17,30	62,33	35,10	17,31	62,35	16,29	16,30	62,36	63,34	61,34	61,35	15,29	62,34	63,35	36,9	17,29	16,31	15,30	36,10	35,9
63,1	62,0	20,47	19,48	20,48	19,47	19,46	98,37	63,2	20,46	61,3	62,3	62,1	61,1	61,2	62,2	98,36	99,36	99,37	18,47
46,99	46,98	14,21	45,98	44,97	8,98	15,22	16,22	7,96	14,22	17,21	6,96	7,97	8,97	8,96	45,99	15,21	15,20	9,97	16,21
72,56	15,16	3,87	72,55	13,16	13,17	84,6	1,87	2,87	3,86	2,86	83,7	85,7	1,86	14,16	83,8	15,17	84,7	14,17	84,8
56,26	55,26	55,25	86,42	37,32	35,32	36,33	37,31	35,31	37,33	39,32	54,26	38,31	36,32	86,41	36,31	38,32	87,41	87,42	38,33
12,95	95,57	30,90	78,47	30,89	12,96	29,90	94,57	29,91	13,95	30,91	79,47	94,56	80,47	93,56	93,57	29,89	79,46	95,56	13,96
