200,200
87,172	18,22	86,172	88,172	87,173	87,171	16,61	15,61	18,21	19,22
199,57	199,56	199,58	32,31	31,31	32,30	32,32	31,30	200,58	200,57
4,23	150,170	14,165	4,24	4,25	14,164	15,164	15,165	3,23	5,24
195,194	105,44	106,44	107,44	107,43	106,45	194,195	107,42	194,194	106,43
63,173	64,173	17,7	16,7	62,173	63,174	16,10	16,9	16,8	17,8
11,21	199,198	11,18	12,21	199,199	11,19	10,19	10,21	10,20	11,20
9,112	10,111	148,61	9,111	148,60	149,61	8,112	148,59	149,60	196,193
185,38	94,120	94,119	95,119	184,39	184,38	186,39	183,39	95,120	94,118
59,195	58,195	60,195	103,35	101,35	183,76	182,76	59,196	103,36	102,36
22,6	130,92	23,6	131,91	22,5	23,5	129,91	12,191	130,91	130,90
