150,150
130,134	24,2	24,4	116,80	77,71	129,134	128,134	132,6	1,150	132,5	116,82	76,71	116,81	132,4	131,4	117,83	129,135	112,53	116,83	77,70	25,3	24,3	76,70	111,53	117,82	133,4	22,1	23,2	23,3	133,5
27,50	98,22	26,50	98,21	87,41	67,47	88,40	99,19	24,78	99,21	66,47	25,78	65,49	98,20	28,48	24,79	99,20	26,49	87,40	65,47	65,48	64,48	27,48	118,92	66,48	26,79	25,79	27,49	88,41	67,46
124,53	2,146	95,94	61,103	6,29	44,60	95,93	106,13	107,13	96,93	94,95	60,103	8,91	62,103	96,94	150,140	108,14	125,52	124,52	61,102	43,59	124,51	44,59	83,130	83,129	125,51	61,104	44,58	60,104	96,95
147,134	147,133	63,142	127,143	64,142	148,117	148,118	149,118	127,144	64,141	126,144	126,145	1,8	150,117	65,140	100,72	149,117	126,143	146,133	105,82	101,72	128,145	127,145	149,116	100,73	105,83	104,83	127,146	104,82	101,73
1,85	35,82	60,23	59,25	60,24	145,66	30,134	145,67	146,65	90,1	146,66	59,23	2,85	31,135	58,25	3,85	31,134	84,65	35,84	90,0	85,63	85,64	34,84	84,64	61,24	60,25	2,86	3,86	34,83	59,24
7,75	41,66	142,148	146,4	47,130	46,129	46,128	0,135	47,129	48,130	47,128	1,135	48,128	2,135	40,66	91,19	150,56	146,3	23,19	41,65	130,102	24,18	44,54	48,129	91,18	43,54	91,17	42,66	42,65	23,18
126,77	127,76	143,0	142,0	14,21	126,76	142,1	102,124	102,125	101,123	16,101	17,102	103,124	143,2	142,2	103,123	60,70	143,1	102,122	125,76	13,21	102,123	14,22	13,22	16,103	126,75	17,103	16,102	125,75	101,124
93,139	94,140	93,141	145,145	136,25	76,85	92,140	93,140	94,139	94,141	136,26	127,80	127,82	9,69	128,81	147,143	23,147	76,87	77,87	128,80	8,69	75,86	127,81	146,144	145,144	76,88	135,26	77,88	137,25	76,86
13,145	10,8	110,34	36,115	36,114	111,121	36,77	113,120	37,77	35,77	139,124	113,119	139,123	111,34	14,144	14,145	112,119	13,143	13,144	35,75	37,78	111,33	36,76	111,120	140,124	36,113	37,113	112,121	36,78	112,120
74,131	15,22	131,87	77,0	30,94	73,131	73,130	130,87	145,4	146,4	144,2	75,130	16,21	81,136	79,136	16,22	80,135	75,131	31,95	30,95	145,3	130,88	31,96	80,136	74,129	30,96	79,135	74,130	75,129	16,20
