150,150
111,92	112,92	138,63	138,64	137,64	118,71	29,11	119,70	110,90	139,64	110,89	28,11	112,91	110,91	29,10	109,90	119,71	111,91	28,10	111,90
29,67	28,68	56,150	148,68	148,69	28,66	13,22	117,61	116,61	14,22	14,23	28,67	57,150	27,67	56,149	57,149	14,21	116,60	116,62	117,60
31,80	135,95	32,82	77,142	32,81	31,81	134,95	133,95	42,48	42,49	79,140	31,82	135,96	77,141	134,96	78,141	134,94	31,83	79,141	78,142
68,20	68,19	67,19	69,19	149,7	125,139	148,7	69,20	149,6	91,113	92,113	124,138	91,114	92,114	125,137	148,6	126,138	125,138	150,6	93,114
37,149	36,150	63,21	36,149	144,5	55,63	144,6	143,6	144,7	145,5	143,5	90,140	55,64	64,21	54,63	145,137	145,6	37,150	65,21	54,64
132,137	130,137	110,149	111,148	110,148	45,145	112,147	111,146	132,138	130,138	132,139	44,144	131,137	131,139	24,140	45,144	44,145	112,145	112,146	131,138
5,144	88,116	110,1	89,117	111,2	111,0	90,116	112,2	4,144	5,145	15,110	111,1	89,116	112,1	89,115	15,109	16,110	16,109	90,115	88,117
112,148	106,52	97,100	106,48	106,51	113,148	105,49	107,50	105,50	106,47	105,51	106,50	106,49	107,51	105,51	96,100	105,48	96,99	1,149	97,99
33,131	37,22	1,53	1,52	139,147	37,21	36,21	67,107	140,147	33,130	34,131	34,130	35,22	138,148	67,108	140,148	139,148	36,22	2,53	68,108
109,74	106,73	141,132	84,48	110,74	107,74	107,72	108,74	85,48	108,73	127,30	109,73	128,31	128,30	85,47	128,32	129,31	129,32	127,31	105,74
